project_id,skill_name,skill_type,importance_weight
project_0102,analytics,role,0.85
project_0102,sql,role,0.85
project_0102,react,role,0.85
project_0102,react,gained,0.55
project_0102,leadership,gained,0.55
project_0102,git,gained,0.55
project_0103,prompt_engineering,required,1.0
project_0103,python,required,1.0
project_0103,design_thinking,required,1.0
project_0103,prompt_engineering,role,0.85
project_0103,python,role,0.85
project_0103,figma,role,0.85
project_0103,analytics,gained,0.55
project_0103,leadership,gained,0.55
project_0103,public_speaking,gained,0.55
project_0104,sql,required,1.0
project_0104,analytics,required,1.0
project_0104,python,required,1.0
project_0104,sql,role,0.85
project_0104,analytics,role,0.85
project_0104,javascript,role,0.85
project_0104,javascript,gained,0.55
project_0104,react,gained,0.55
project_0104,leadership,gained,0.55
project_0105,react,required,1.0
project_0105,javascript,required,1.0
project_0105,leadership,required,1.0
project_0105,react,role,0.85
project_0105,leadership,role,0.85
project_0105,figma,role,0.85
project_0105,analytics,gained,0.55
project_0105,public_speaking,gained,0.55
project_0105,git,gained,0.55
project_0106,python,required,1.0
project_0106,machine_learning,required,1.0
project_0106,sql,required,1.0
project_0106,python,role,0.85
project_0106,machine_learning,role,0.85
project_0106,analytics,role,0.85
project_0106,analytics,gained,0.55
project_0106,git,gained,0.55
project_0106,leadership,gained,0.55
project_0107,analytics,required,1.0
project_0107,python,required,1.0
project_0107,public_speaking,required,1.0
project_0107,analytics,role,0.85
project_0107,design_thinking,role,0.85
project_0107,public_speaking,role,0.85
project_0107,prompt_engineering,gained,0.55
project_0107,leadership,gained,0.55
project_0107,sql,gained,0.55
project_0108,python,required,1.0
project_0108,machine_learning,required,1.0
project_0108,prompt_engineering,required,1.0
project_0108,python,role,0.85
project_0108,react,role,0.85
project_0108,design_thinking,role,0.85
project_0108,analytics,gained,0.55
project_0108,git,gained,0.55
project_0108,sql,gained,0.55
project_0109,python,required,1.0
project_0109,sql,required,1.0
project_0109,analytics,required,1.0
project_0109,analytics,role,0.85
project_0109,react,role,0.85
project_0109,public_speaking,role,0.85
project_0109,react,gained,0.55
project_0109,design_thinking,gained,0.55
project_0109,leadership,gained,0.55
project_0110,javascript,required,1.0
project_0110,react,required,1.0
project_0110,analytics,required,1.0
project_0110,react,role,0.85
project_0110,analytics,role,0.85
project_0110,figma,role,0.85
project_0110,sql,gained,0.55
project_0110,leadership,gained,0.55
project_0110,design_thinking,gained,0.55
project_0111,python,required,1.0
project_0111,machine_learning,required,1.0
project_0111,git,required,1.0
project_0111,python,role,0.85
project_0111,machine_learning,role,0.85
project_0111,react,role,0.85
project_0111,leadership,gained,0.55
project_0111,prompt_engineering,gained,0.55
project_0111,public_speaking,gained,0.55
project_0112,python,required,1.0
project_0112,javascript,required,1.0
project_0112,sql,required,1.0
project_0112,python,role,0.85
project_0112,javascript,role,0.85
project_0112,design_thinking,role,0.85
project_0112,analytics,gained,0.55
project_0112,git,gained,0.55
project_0112,leadership,gained,0.55
project_0113,figma,required,1.0
project_0113,design_thinking,required,1.0
project_0113,javascript,required,1.0
project_0113,figma,role,0.85
project_0113,react,role,0.85
project_0113,design_thinking,role,0.85
project_0113,react,gained,0.55
project_0113,leadership,gained,0.55
project_0113,public_speaking,gained,0.55
project_0114,sql,required,1.0
project_0114,javascript,required,1.0
project_0114,analytics,required,1.0
project_0114,analytics,role,0.85
project_0114,sql,role,0.85
project_0114,react,role,0.85
project_0114,react,gained,0.55
project_0114,leadership,gained,0.55
project_0114,git,gained,0.55
project_0115,prompt_engineering,required,1.0
project_0115,python,required,1.0
project_0115,design_thinking,required,1.0
project_0115,prompt_engineering,role,0.85
project_0115,python,role,0.85
project_0115,figma,role,0.85
project_0115,analytics,gained,0.55
project_0115,leadership,gained,0.55
project_0115,public_speaking,gained,0.55
project_0116,sql,required,1.0
project_0116,analytics,required,1.0
project_0116,python,required,1.0
project_0116,sql,role,0.85
project_0116,analytics,role,0.85
project_0116,javascript,role,0.85
project_0116,javascript,gained,0.55
project_0116,react,gained,0.55
project_0116,leadership,gained,0.55
project_0117,react,required,1.0
project_0117,javascript,required,1.0
project_0117,leadership,required,1.0
project_0117,react,role,0.85
project_0117,leadership,role,0.85
project_0117,figma,role,0.85
project_0117,analytics,gained,0.55
project_0117,public_speaking,gained,0.55
project_0117,git,gained,0.55
project_0118,python,required,1.0
project_0118,machine_learning,required,1.0
project_0118,sql,required,1.0
project_0118,python,role,0.85
project_0118,machine_learning,role,0.85
project_0118,analytics,role,0.85
project_0118,analytics,gained,0.55
project_0118,git,gained,0.55
project_0118,leadership,gained,0.55
project_0119,analytics,required,1.0
project_0119,python,required,1.0
project_0119,public_speaking,required,1.0
project_0119,analytics,role,0.85
project_0119,design_thinking,role,0.85
project_0119,public_speaking,role,0.85
project_0119,prompt_engineering,gained,0.55
project_0119,leadership,gained,0.55
project_0119,sql,gained,0.55
