user_id,project_id,shown_at,session_depth,topic_match_score,required_skill_match_score,gained_skill_match_score,role_skill_match_score,readiness_score,open,like,share,long_view,skip_fast,disengage
user_0243,project_0063,2026-02-15T07:45:05.080920+00:00,28,0.8917,0.0,0.7635,1.2176,0.229,0,1,1,0,1,1
user_0142,project_0074,2026-02-15T07:48:05.080920+00:00,13,1.164,0.0,0.0,0.9886,0.0,0,0,0,1,1,1
user_0133,project_0017,2026-02-15T07:56:05.080920+00:00,22,0.9512,0.0,2.2862,0.0,0.6859,0,1,0,0,0,0
user_0155,project_0037,2026-02-15T08:00:05.080920+00:00,40,1.1078,1.5257,0.0,1.5257,1.068,0,1,0,0,0,0
user_0125,project_0111,2026-02-15T08:07:05.080920+00:00,41,2.032,0.0,1.8037,0.0,0.5411,0,0,1,1,0,1
user_0007,project_0084,2026-02-15T08:12:05.080920+00:00,21,0.8224,0.0,0.8206,1.2376,0.2462,0,0,1,1,0,1
user_0233,project_0028,2026-02-15T08:14:05.080920+00:00,3,2.4204,0.0,2.6852,0.0,0.8056,0,1,0,0,0,0
user_0109,project_0073,2026-02-15T08:15:05.080920+00:00,2,1.3442,0.0,0.0,0.0,0.0,0,1,0,0,0,1
user_0129,project_0116,2026-02-15T08:17:05.080920+00:00,42,0.9282,0.0,0.9119,0.0,0.2736,0,0,0,1,1,1
user_0006,project_0003,2026-02-15T08:32:05.080920+00:00,2,1.1555,1.3695,0.0,1.3695,0.9586,0,0,1,0,0,1
user_0281,project_0023,2026-02-15T08:39:05.080920+00:00,44,2.2481,0.8945,1.1693,0.8945,0.9769,1,0,1,1,0,1
user_0111,project_0029,2026-02-15T08:41:05.080920+00:00,37,0.822,1.946,0.8736,1.2534,1.6243,0,1,1,1,0,1
user_0061,project_0096,2026-02-15T08:55:05.080920+00:00,22,0.0,0.8942,0.0,2.8561,0.6259,1,0,0,0,0,0
user_0199,project_0058,2026-02-15T09:02:05.080920+00:00,42,1.8922,1.5876,0.0,1.5876,1.1113,0,0,0,1,0,0
user_0021,project_0063,2026-02-15T09:02:05.080920+00:00,13,0.0,0.0,0.0,0.9836,0.0,0,1,0,0,1,0
user_0179,project_0089,2026-02-15T09:09:05.080920+00:00,9,1.801,1.7935,1.1042,0.8122,1.5867,1,1,1,0,0,1
user_0096,project_0045,2026-02-15T09:22:05.080920+00:00,14,0.0,0.0,0.0,1.3784,0.0,0,1,0,0,0,1
user_0283,project_0071,2026-02-15T09:23:05.080920+00:00,23,0.0,1.5284,0.8299,0.0,1.3188,0,1,1,1,1,1
user_0082,project_0055,2026-02-15T09:25:05.080920+00:00,23,0.0,2.3025,0.0,2.3025,1.6117,1,0,0,1,0,0
user_0033,project_0090,2026-02-15T09:27:05.080920+00:00,14,1.3921,1.5023,0.0,1.5023,1.0516,0,1,0,0,0,1
user_0242,project_0002,2026-02-15T09:32:05.080920+00:00,43,1.1367,0.0,1.7548,1.1691,0.5264,1,1,1,1,1,1
user_0048,project_0016,2026-02-15T09:32:05.080920+00:00,45,1.0356,1.3326,0.7441,0.0,1.1561,1,0,1,0,1,0
user_0037,project_0082,2026-02-15T09:33:05.080920+00:00,43,2.3343,2.373,0.6796,3.0526,1.865,0,1,1,1,0,0
user_0254,project_0077,2026-02-15T09:35:05.080920+00:00,31,0.8599,2.8763,1.3966,2.8249,2.4324,1,0,1,0,1,0
user_0157,project_0059,2026-02-15T09:41:05.080920+00:00,38,0.0,1.11,0.0,2.0588,0.777,1,1,1,1,1,1
user_0200,project_0058,2026-02-15T09:42:05.080920+00:00,26,0.9609,1.0971,1.0892,2.1863,1.0947,1,0,1,1,0,1
user_0040,project_0065,2026-02-15T09:53:05.080920+00:00,26,0.919,0.8054,0.0,0.8054,0.5638,1,0,0,0,0,0
user_0220,project_0108,2026-02-15T10:02:05.080920+00:00,34,2.3162,2.5634,2.4694,1.5856,2.5352,1,1,1,1,0,1
user_0145,project_0024,2026-02-15T10:09:05.080920+00:00,37,0.9087,0.8132,0.8651,0.0,0.8288,1,1,1,1,0,1
user_0111,project_0094,2026-02-15T10:09:05.080920+00:00,3,0.0,0.0,1.7692,0.0,0.5308,1,0,1,0,0,1
user_0143,project_0113,2026-02-15T10:12:05.080920+00:00,9,0.9868,0.0,2.4558,0.0,0.7367,1,0,0,1,1,0
user_0029,project_0089,2026-02-15T10:20:05.080920+00:00,30,0.7889,0.9841,0.9639,0.9639,0.978,0,1,0,0,0,1
user_0272,project_0029,2026-02-15T10:26:05.080920+00:00,27,0.8857,2.397,0.7986,2.039,1.9175,1,0,1,0,0,0
user_0001,project_0030,2026-02-15T10:27:05.080920+00:00,11,0.0,0.0,1.5431,0.0,0.4629,1,0,0,0,1,1
user_0022,project_0076,2026-02-15T10:28:05.080920+00:00,36,2.1554,0.0,1.4303,0.0,0.4291,1,0,1,1,0,0
user_0255,project_0064,2026-02-15T10:29:05.080920+00:00,14,1.2927,0.955,0.6522,0.955,0.8642,1,1,0,1,0,0
user_0166,project_0075,2026-02-15T10:29:05.080920+00:00,31,0.0,0.0,2.528,0.0,0.7584,1,1,0,0,1,1
user_0008,project_0068,2026-02-15T10:56:05.080920+00:00,7,1.0935,0.0,1.2217,0.0,0.3665,0,0,1,1,1,0
user_0273,project_0051,2026-02-15T11:10:05.080920+00:00,36,0.9157,0.7812,0.6995,0.7812,0.7567,0,1,0,0,0,1
user_0269,project_0042,2026-02-15T11:14:05.080920+00:00,28,0.0,0.9903,2.194,2.4512,1.3514,0,1,1,0,0,0
user_0177,project_0006,2026-02-15T11:25:05.080920+00:00,38,0.0,0.0,1.4309,0.0,0.4293,0,0,0,1,1,1
user_0086,project_0054,2026-02-15T11:30:05.080920+00:00,18,1.4192,1.7457,0.0,1.7457,1.222,1,0,1,1,1,1
user_0017,project_0034,2026-02-15T11:34:05.080920+00:00,36,2.2173,2.0339,2.0105,2.1454,2.0269,0,0,1,1,0,0
user_0004,project_0118,2026-02-15T11:37:05.080920+00:00,18,2.1382,2.1384,0.0,2.1384,1.4969,1,1,0,1,0,1
user_0195,project_0020,2026-02-15T11:41:05.080920+00:00,3,0.8919,1.9873,1.0893,2.2883,1.7179,1,1,0,0,0,0
user_0275,project_0085,2026-02-15T11:44:05.080920+00:00,20,0.0,0.8643,1.3594,1.5187,1.0128,0,0,1,1,0,0
user_0230,project_0080,2026-02-15T11:45:05.080920+00:00,43,1.8108,1.6404,0.0,0.0,1.1483,1,1,1,1,1,0
user_0086,project_0074,2026-02-15T11:55:05.080920+00:00,31,0.9408,0.8044,0.9413,1.6521,0.8455,0,1,0,1,0,0
user_0033,project_0099,2026-02-15T12:00:05.080920+00:00,3,1.1916,0.0,1.8305,0.0,0.5492,0,1,0,1,0,1
user_0299,project_0070,2026-02-15T12:21:05.080920+00:00,36,0.0,0.0,0.6543,0.0,0.1963,0,1,0,0,0,1
user_0187,project_0055,2026-02-15T12:21:05.080920+00:00,37,0.0,0.0,0.7293,0.9587,0.2188,1,0,0,0,0,0
user_0023,project_0113,2026-02-15T12:22:05.080920+00:00,39,0.0,1.1085,1.0923,2.2008,1.1036,0,1,1,0,0,1
user_0093,project_0071,2026-02-15T12:31:05.080920+00:00,33,0.0,0.0,2.6948,0.0,0.8084,0,0,0,0,1,0
user_0218,project_0013,2026-02-15T12:41:05.080920+00:00,29,0.0,0.0,2.3229,0.9748,0.6969,0,0,0,1,0,1
user_0204,project_0087,2026-02-15T12:47:05.080920+00:00,12,0.8581,0.0,0.0,0.8752,0.0,0,1,0,0,1,1
user_0253,project_0051,2026-02-15T12:59:05.080920+00:00,25,0.0,1.1216,0.0,1.492,0.7851,0,0,0,0,0,1
user_0001,project_0106,2026-02-15T13:00:05.080920+00:00,28,1.2807,0.0,1.5431,0.0,0.4629,0,0,0,1,1,0
user_0179,project_0118,2026-02-15T13:01:05.080920+00:00,6,0.0,0.0,1.9052,0.9228,0.5716,1,0,1,0,0,1
user_0166,project_0000,2026-02-15T13:04:05.080920+00:00,9,0.0,0.0,1.6367,0.0,0.491,1,0,0,1,1,1
user_0000,project_0087,2026-02-15T13:12:05.080920+00:00,1,0.0,1.1004,0.7781,1.1004,1.0037,1,0,0,0,0,1
user_0264,project_0079,2026-02-15T13:14:05.080920+00:00,7,1.1531,1.0142,0.0,1.0142,0.7099,0,0,0,1,0,0
user_0070,project_0089,2026-02-15T13:22:05.080920+00:00,34,1.0459,0.0,0.0,0.0,0.0,1,1,0,0,1,1
user_0190,project_0098,2026-02-15T13:29:05.080920+00:00,1,0.0,0.6755,1.2496,0.6755,0.8477,0,0,0,0,1,1
user_0225,project_0091,2026-02-15T13:31:05.080920+00:00,18,1.1329,1.4699,1.1245,0.0,1.3663,0,1,0,1,0,0
user_0176,project_0003,2026-02-15T13:32:05.080920+00:00,13,0.0,0.8945,1.0919,2.4273,0.9537,0,1,0,1,0,1
user_0090,project_0090,2026-02-15T13:40:05.080920+00:00,39,1.361,1.0517,0.0,1.0517,0.7362,1,1,0,0,0,1
user_0071,project_0033,2026-02-15T13:43:05.080920+00:00,37,0.0,1.0513,0.0,1.0513,0.7359,1,0,0,1,1,0
user_0021,project_0064,2026-02-15T13:48:05.080920+00:00,39,2.5119,1.5484,0.0,0.0,1.0839,0,0,0,1,1,0
user_0031,project_0042,2026-02-15T14:01:05.080920+00:00,3,2.1321,0.0,0.0,0.0,0.0,0,0,0,0,0,1
user_0262,project_0017,2026-02-15T14:02:05.080920+00:00,22,1.1022,1.3162,2.3071,2.1076,1.6135,0,1,1,1,0,0
user_0208,project_0013,2026-02-15T14:05:05.080920+00:00,30,1.2362,0.0,1.6143,0.0,0.4843,1,0,0,1,0,1
user_0151,project_0028,2026-02-15T14:14:05.080920+00:00,29,1.3642,0.0,1.6096,0.0,0.4829,0,1,0,0,0,1
user_0046,project_0003,2026-02-15T14:14:05.080920+00:00,3,0.8711,0.0,0.0,0.0,0.0,0,0,0,0,1,0
user_0239,project_0084,2026-02-15T14:16:05.080920+00:00,44,0.7643,1.0405,0.0,3.5788,0.7283,1,0,0,0,0,1
user_0165,project_0065,2026-02-15T14:35:05.080920+00:00,27,0.0,0.0,0.8119,0.0,0.2436,1,1,1,0,1,1
user_0152,project_0093,2026-02-15T14:38:05.080920+00:00,34,1.9716,1.3666,2.2584,1.3666,1.6341,1,0,0,1,1,0
user_0033,project_0008,2026-02-15T14:39:05.080920+00:00,27,1.3921,1.5023,0.0,1.5023,1.0516,1,0,0,0,0,0
user_0226,project_0017,2026-02-15T14:42:05.080920+00:00,25,1.142,0.7889,2.796,0.0,1.391,0,1,1,1,0,0
user_0286,project_0108,2026-02-15T14:51:05.080920+00:00,11,1.2338,0.0,0.0,1.3918,0.0,1,1,1,0,1,0
user_0289,project_0020,2026-02-15T14:55:05.080920+00:00,6,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1
user_0281,project_0073,2026-02-15T14:55:05.080920+00:00,7,1.0534,2.0638,0.0,0.8945,1.4447,1,0,0,1,0,1
user_0151,project_0048,2026-02-15T15:01:05.080920+00:00,22,0.0,0.0,1.6096,0.0,0.4829,0,0,0,0,1,0
user_0105,project_0058,2026-02-15T15:09:05.080920+00:00,4,2.4688,0.0,1.3835,0.0,0.415,1,1,0,0,0,0
user_0258,project_0000,2026-02-15T15:12:05.080920+00:00,36,1.7283,2.9504,0.0,0.0,2.0653,1,1,0,1,0,0
user_0282,project_0013,2026-02-15T15:16:05.080920+00:00,28,0.0,1.6497,1.345,0.0,1.5583,1,0,1,1,0,1
user_0098,project_0044,2026-02-15T15:23:05.080920+00:00,33,0.0,1.63,1.0328,1.63,1.4508,1,0,0,1,1,0
user_0117,project_0019,2026-02-15T15:34:05.080920+00:00,25,1.1655,0.9948,1.1651,0.9948,1.0459,0,1,0,1,0,1
user_0075,project_0050,2026-02-15T15:34:05.080920+00:00,27,0.0,1.5281,1.2443,0.0,1.443,0,0,1,0,1,1
user_0209,project_0071,2026-02-15T15:38:05.080920+00:00,38,2.2033,0.0,3.5655,0.0,1.0696,1,1,1,0,1,0
user_0020,project_0048,2026-02-15T15:40:05.080920+00:00,2,0.8699,0.0,1.116,0.0,0.3348,0,1,0,1,1,0
user_0105,project_0009,2026-02-15T15:48:05.080920+00:00,30,0.0,0.6821,2.1878,0.0,1.1338,0,1,1,1,0,0
user_0075,project_0119,2026-02-15T15:49:05.080920+00:00,40,1.3489,0.0,1.0245,1.2443,0.3073,0,0,1,0,1,1
user_0229,project_0004,2026-02-15T15:54:05.080920+00:00,2,0.0,0.847,0.0,2.0189,0.5929,1,1,0,0,1,1
user_0269,project_0022,2026-02-15T16:00:05.080920+00:00,32,1.0683,2.2196,0.7331,1.2293,1.7736,0,0,0,1,0,0
user_0134,project_0099,2026-02-15T16:04:05.080920+00:00,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
user_0279,project_0025,2026-02-15T16:12:05.080920+00:00,36,0.0,1.0791,2.4538,0.9249,1.4915,0,1,1,1,0,0
user_0290,project_0092,2026-02-15T16:14:05.080920+00:00,13,2.7316,2.3441,0.0,1.0849,1.6409,0,1,1,1,0,0
user_0267,project_0106,2026-02-15T16:21:05.080920+00:00,41,0.8866,0.0,1.8973,0.0,0.5692,1,0,0,0,1,1
user_0273,project_0056,2026-02-15T16:31:05.080920+00:00,18,0.9903,2.3405,2.0313,2.8911,2.2477,1,1,0,0,0,0
user_0061,project_0041,2026-02-15T16:33:05.080920+00:00,39,1.0929,2.2663,3.1366,2.8561,2.5274,1,1,1,1,0,0
user_0201,project_0100,2026-02-15T16:39:05.080920+00:00,41,1.2235,0.8586,1.1484,2.2547,0.9455,1,0,0,0,0,0
user_0021,project_0089,2026-02-15T16:54:05.080920+00:00,21,1.2199,0.0,0.9836,0.9836,0.2951,1,1,1,0,0,1
user_0002,project_0085,2026-02-15T17:01:05.080920+00:00,13,1.9196,0.0,1.1257,1.3198,0.3377,0,1,0,1,1,0
user_0033,project_0012,2026-02-15T17:06:05.080920+00:00,12,1.3921,0.9889,1.5023,0.0,1.1429,1,1,0,0,1,0
user_0116,project_0052,2026-02-15T17:06:05.080920+00:00,25,0.0,2.2881,0.0,1.9464,1.6017,1,1,1,0,0,1
user_0037,project_0037,2026-02-15T17:11:05.080920+00:00,35,2.4609,2.0012,0.0,2.2252,1.4008,1,0,0,1,0,0
user_0013,project_0005,2026-02-15T17:16:05.080920+00:00,17,1.3974,0.0,1.2052,0.0,0.3616,1,1,1,1,0,1
user_0148,project_0070,2026-02-15T17:17:05.080920+00:00,43,1.8472,0.0,1.6456,1.6456,0.4937,0,1,0,0,1,0
user_0094,project_0020,2026-02-15T17:40:05.080920+00:00,3,0.9526,1.4527,1.4461,2.8988,1.4507,0,1,0,1,0,0
user_0132,project_0100,2026-02-15T17:48:05.080920+00:00,38,2.0401,1.3795,0.0,2.0344,0.9656,0,1,0,1,1,1
user_0028,project_0112,2026-02-15T18:01:05.080920+00:00,4,0.0,2.1653,0.0,0.9662,1.5157,1,1,1,1,1,0
user_0183,project_0023,2026-02-15T18:02:05.080920+00:00,36,3.4641,1.7833,0.6769,0.9383,1.4514,0,1,1,0,0,0
user_0292,project_0084,2026-02-15T18:02:05.080920+00:00,37,0.0,0.0,1.5167,0.8186,0.455,0,0,1,1,1,1
user_0205,project_0065,2026-02-15T18:02:05.080920+00:00,9,1.11,2.515,0.0,1.3611,1.7605,0,1,1,1,1,0
user_0041,project_0007,2026-02-15T18:06:05.080920+00:00,8,1.207,0.0,1.1627,0.0,0.3488,0,1,1,0,0,0
user_0083,project_0076,2026-02-15T18:14:05.080920+00:00,35,0.0,0.0,1.3032,0.0,0.391,1,0,1,1,0,1
user_0280,project_0010,2026-02-15T18:32:05.080920+00:00,19,0.8107,0.6733,0.0,0.6733,0.4713,1,1,1,0,1,1
user_0085,project_0116,2026-02-15T18:32:05.080920+00:00,40,2.2137,0.0,2.5372,0.0,0.7612,0,0,1,1,1,1
user_0137,project_0058,2026-02-15T18:52:05.080920+00:00,18,0.0,0.8006,1.4977,2.2983,1.0097,1,1,0,0,1,1
user_0209,project_0052,2026-02-15T19:01:05.080920+00:00,43,2.3665,1.7932,1.4545,0.8666,1.6916,1,0,1,1,0,0
user_0224,project_0062,2026-02-15T19:02:05.080920+00:00,42,1.2143,1.1659,1.1732,1.1659,1.1681,1,1,0,0,1,0
user_0132,project_0057,2026-02-15T19:16:05.080920+00:00,10,0.0,2.786,0.0,1.4065,1.9502,1,0,1,0,0,1
user_0054,project_0012,2026-02-15T19:18:05.080920+00:00,44,1.0395,0.0,2.8848,0.0,0.8654,0,0,0,0,1,0
user_0237,project_0025,2026-02-15T19:20:05.080920+00:00,26,1.1418,0.7455,0.0,0.0,0.5219,1,1,0,0,0,0
user_0120,project_0012,2026-02-15T19:22:05.080920+00:00,35,0.9987,1.5026,0.8638,0.0,1.311,0,0,1,1,0,1
user_0271,project_0103,2026-02-15T19:28:05.080920+00:00,43,1.03,3.5124,1.1749,3.7142,2.8111,1,1,1,1,0,0
user_0142,project_0036,2026-02-15T19:32:05.080920+00:00,1,2.4292,2.4696,0.0,1.3733,1.7287,0,1,1,0,0,0
user_0205,project_0104,2026-02-15T19:32:05.080920+00:00,31,1.11,0.8344,1.1539,1.9883,0.9302,1,1,1,1,0,1
user_0171,project_0096,2026-02-15T19:45:05.080920+00:00,1,0.0,1.2636,2.2943,0.0,1.5728,1,0,0,0,0,0
user_0156,project_0086,2026-02-15T19:46:05.080920+00:00,34,0.0,0.0,2.4424,1.2928,0.7327,0,1,1,0,0,0
user_0295,project_0110,2026-02-15T19:57:05.080920+00:00,10,0.8653,3.6869,0.8218,3.3602,2.8274,1,1,1,0,0,1
user_0014,project_0045,2026-02-15T19:58:05.080920+00:00,31,1.3574,2.0868,0.0,1.0242,1.4608,1,0,0,1,0,1
user_0171,project_0067,2026-02-15T20:07:05.080920+00:00,13,1.2077,1.2636,0.0,1.2636,0.8845,1,1,1,0,0,0
user_0091,project_0020,2026-02-15T20:09:05.080920+00:00,21,0.0,1.6674,0.0,0.8419,1.1672,1,1,0,1,1,0
user_0279,project_0027,2026-02-15T20:14:05.080920+00:00,2,0.8361,1.075,1.5289,1.9999,1.2112,0,1,1,0,0,0
user_0139,project_0014,2026-02-15T20:26:05.080920+00:00,16,1.2273,2.0238,0.0,1.9536,1.4167,1,1,0,1,0,0
user_0101,project_0079,2026-02-15T21:05:05.080920+00:00,44,1.3953,0.7213,0.74,1.5831,0.7269,0,0,0,0,0,0
user_0207,project_0090,2026-02-15T21:07:05.080920+00:00,3,1.0568,1.5856,0.87,0.0,1.3709,1,1,0,1,0,0
user_0129,project_0041,2026-02-15T21:07:05.080920+00:00,13,0.9282,0.0,2.1889,0.0,0.6567,1,0,0,1,1,0
user_0127,project_0035,2026-02-15T21:08:05.080920+00:00,15,0.9763,1.0927,1.3681,1.0927,1.1753,1,1,0,0,0,1
user_0293,project_0098,2026-02-15T21:10:05.080920+00:00,28,1.439,1.138,0.8733,0.0,1.0586,0,1,0,1,0,0
user_0163,project_0066,2026-02-15T21:16:05.080920+00:00,10,0.0,0.0,2.1332,1.2378,0.64,0,0,0,0,0,0
user_0107,project_0111,2026-02-15T21:21:05.080920+00:00,36,0.0,1.6356,1.0898,1.6356,1.4719,1,1,0,1,0,1
user_0164,project_0003,2026-02-15T21:21:05.080920+00:00,33,2.344,0.9677,1.1753,0.9677,1.03,0,1,1,1,1,1
user_0142,project_0081,2026-02-15T21:27:05.080920+00:00,27,1.164,0.0,1.5141,0.9886,0.4542,1,0,1,1,0,1
user_0196,project_0025,2026-02-15T21:33:05.080920+00:00,1,2.7496,1.156,0.9017,0.0,1.0797,1,0,0,1,0,1
user_0077,project_0005,2026-02-15T21:38:05.080920+00:00,39,1.0335,3.0834,0.0,1.459,2.1584,0,0,0,1,1,0
user_0171,project_0074,2026-02-15T21:39:05.080920+00:00,23,1.247,1.5251,0.9282,0.0,1.346,1,1,1,1,1,1
user_0077,project_0114,2026-02-15T21:50:05.080920+00:00,35,1.4131,1.6244,0.0,0.0,1.1371,0,1,1,0,1,0
user_0040,project_0083,2026-02-15T21:51:05.080920+00:00,6,0.0,0.9725,0.0,1.7779,0.6807,0,0,1,1,0,1
user_0160,project_0105,2026-02-15T21:55:05.080920+00:00,20,1.3351,2.7734,0.0,2.9152,1.9414,1,1,0,1,0,0
user_0124,project_0067,2026-02-15T21:56:05.080920+00:00,32,2.6593,0.9259,0.7479,0.9259,0.8725,1,0,1,0,1,0
user_0043,project_0078,2026-02-15T21:57:05.080920+00:00,32,0.0,1.5804,1.3616,1.3616,1.5148,0,0,0,1,1,1
user_0222,project_0109,2026-02-15T22:00:05.080920+00:00,6,0.0,0.6782,0.0,0.6782,0.4747,0,1,0,0,1,0
user_0080,project_0010,2026-02-15T22:06:05.080920+00:00,29,0.0,1.5489,1.1957,0.0,1.4429,0,0,0,0,1,1
user_0287,project_0046,2026-02-15T22:07:05.080920+00:00,22,0.915,1.2712,0.0,0.0,0.8898,0,1,1,1,1,1
user_0010,project_0096,2026-02-15T22:08:05.080920+00:00,39,0.7814,0.0,1.3986,1.6424,0.4196,1,1,0,1,0,1
user_0047,project_0002,2026-02-15T22:15:05.080920+00:00,24,0.7627,0.9037,0.8813,0.9037,0.897,1,0,0,0,1,0
user_0082,project_0113,2026-02-15T22:22:05.080920+00:00,9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
user_0178,project_0097,2026-02-15T22:22:05.080920+00:00,4,1.0232,1.6032,1.7276,0.0,1.6405,0,1,1,1,1,0
user_0084,project_0013,2026-02-15T22:26:05.080920+00:00,28,2.1356,1.2876,0.7168,0.878,1.1164,1,0,1,0,0,1
user_0034,project_0019,2026-02-15T22:35:05.080920+00:00,16,0.0,0.0,1.1275,0.0,0.3382,1,0,1,0,1,1
user_0231,project_0039,2026-02-15T22:38:05.080920+00:00,21,1.864,0.0,0.0,1.3661,0.0,0,0,0,0,1,0
user_0022,project_0011,2026-02-15T22:41:05.080920+00:00,8,1.0183,0.0,0.0,0.0,0.0,1,0,1,1,0,0
user_0038,project_0042,2026-02-15T22:43:05.080920+00:00,13,0.0,1.8447,1.6476,2.7055,1.7856,1,1,1,1,1,1
user_0004,project_0107,2026-02-15T22:43:05.080920+00:00,36,0.9138,2.5189,0.9436,1.3119,2.0463,1,1,1,1,0,0
user_0077,project_0024,2026-02-15T22:54:05.080920+00:00,18,1.4131,0.0,0.0,0.0,0.0,1,0,1,0,1,1
user_0001,project_0068,2026-02-15T22:59:05.080920+00:00,19,0.0,0.0,1.5431,0.0,0.4629,1,0,1,1,0,1
user_0162,project_0099,2026-02-15T23:06:05.080920+00:00,28,1.4191,0.0,3.0199,0.0,0.906,1,1,1,0,0,1
user_0138,project_0102,2026-02-15T23:10:05.080920+00:00,17,0.0,1.6412,1.2452,2.8864,1.5224,1,0,1,1,0,0
user_0194,project_0068,2026-02-15T23:18:05.080920+00:00,12,0.0,0.7851,0.0,0.7851,0.5496,0,1,0,1,1,1
user_0186,project_0044,2026-02-15T23:20:05.080920+00:00,40,0.9494,2.5204,0.0,1.5483,1.7643,0,0,0,1,1,1
user_0053,project_0042,2026-02-15T23:25:05.080920+00:00,37,1.0099,1.41,1.0549,1.41,1.3035,1,1,1,1,0,1
user_0070,project_0107,2026-02-15T23:25:05.080920+00:00,15,0.0,0.7847,0.9704,0.7847,0.8404,1,0,0,1,0,0
user_0201,project_0116,2026-02-15T23:31:05.080920+00:00,40,2.4635,0.0,2.007,0.8586,0.6021,1,1,1,1,0,0
user_0115,project_0105,2026-02-15T23:33:05.080920+00:00,37,1.4171,1.5351,0.7659,1.5351,1.3043,0,1,1,0,1,0
user_0267,project_0099,2026-02-15T23:34:05.080920+00:00,9,0.9355,0.976,2.2198,0.0,1.3491,1,1,1,1,0,0
user_0001,project_0064,2026-02-15T23:36:05.080920+00:00,36,0.0,0.0,1.5431,0.0,0.4629,1,0,1,1,1,1
user_0010,project_0094,2026-02-15T23:48:05.080920+00:00,14,0.0,0.0,1.3986,0.0,0.4196,0,0,1,1,1,1
user_0235,project_0061,2026-02-15T23:49:05.080920+00:00,34,0.0,1.5601,0.0,0.0,1.0921,1,1,0,0,0,1
user_0282,project_0018,2026-02-15T23:54:05.080920+00:00,11,0.0,1.6497,1.345,1.6497,1.5583,0,1,1,1,0,1
user_0095,project_0057,2026-02-15T23:56:05.080920+00:00,39,0.8634,2.7222,0.8609,1.4329,2.1638,0,1,1,1,0,1
user_0140,project_0063,2026-02-16T00:04:05.080920+00:00,24,0.798,0.0,2.8466,0.0,0.854,0,0,0,1,1,0
user_0024,project_0057,2026-02-16T00:05:05.080920+00:00,34,0.0,0.8482,0.0,1.739,0.5937,0,0,1,0,1,0
user_0090,project_0015,2026-02-16T00:06:05.080920+00:00,17,0.97,0.9181,0.0,0.9181,0.6427,0,0,1,1,0,0
user_0141,project_0036,2026-02-16T00:09:05.080920+00:00,27,0.0,2.6054,2.5245,1.3702,2.5811,1,1,1,1,0,0
user_0047,project_0101,2026-02-16T00:10:05.080920+00:00,44,0.0,0.8813,0.9037,1.785,0.888,0,0,0,0,0,1
user_0260,project_0101,2026-02-16T00:10:05.080920+00:00,20,1.2894,1.105,1.2681,0.0,1.1539,1,1,0,1,1,0
user_0060,project_0099,2026-02-16T00:20:05.080920+00:00,10,0.0,2.508,1.2601,0.9051,2.1336,0,0,0,0,1,0
user_0108,project_0011,2026-02-16T00:20:05.080920+00:00,19,0.8391,2.9098,0.0,4.0061,2.0369,0,1,1,1,0,0
user_0160,project_0082,2026-02-16T00:29:05.080920+00:00,14,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
user_0287,project_0008,2026-02-16T00:33:05.080920+00:00,1,0.0,1.2712,1.7016,2.2916,1.4003,1,1,1,1,0,0
user_0299,project_0090,2026-02-16T00:37:05.080920+00:00,31,0.7839,0.0,1.8085,1.1542,0.5425,0,1,0,0,0,1
user_0072,project_0019,2026-02-16T00:39:05.080920+00:00,25,2.0477,1.2831,2.0674,1.2831,1.5184,0,0,1,1,1,0
user_0220,project_0116,2026-02-16T00:42:05.080920+00:00,24,2.3829,4.055,0.9207,3.3901,3.1147,1,1,1,1,0,0
user_0294,project_0084,2026-02-16T00:42:05.080920+00:00,5,1.0414,0.0,0.0,0.0,0.0,1,1,1,0,1,1
user_0288,project_0116,2026-02-16T00:42:05.080920+00:00,18,1.8718,2.5522,0.8396,2.5522,2.0384,1,0,1,1,1,0
user_0121,project_0060,2026-02-16T00:46:05.080920+00:00,43,0.0,0.8129,2.812,0.0,1.4126,0,1,0,0,0,1
user_0047,project_0110,2026-02-16T00:53:05.080920+00:00,13,0.7627,0.9037,0.8813,0.9037,0.897,1,1,0,1,1,0
user_0233,project_0066,2026-02-16T00:56:05.080920+00:00,45,1.214,1.13,1.5552,1.13,1.2576,1,1,1,1,1,1
user_0145,project_0021,2026-02-16T00:59:05.080920+00:00,3,1.134,0.0,0.8651,0.0,0.2595,0,1,1,0,1,0
user_0021,project_0029,2026-02-16T01:01:05.080920+00:00,24,1.2199,0.0,0.9836,0.9836,0.2951,0,1,1,1,1,0
user_0260,project_0077,2026-02-16T01:10:05.080920+00:00,8,1.2894,1.105,1.2681,0.0,1.1539,0,1,0,0,1,0
user_0288,project_0058,2026-02-16T01:14:05.080920+00:00,21,1.7692,2.8525,0.9828,2.2659,2.2916,1,0,1,1,0,0
user_0081,project_0079,2026-02-16T01:18:05.080920+00:00,35,0.0,0.6852,0.0,0.6852,0.4796,1,0,1,0,1,0
user_0017,project_0103,2026-02-16T01:18:05.080920+00:00,5,0.8478,1.0669,1.1279,0.0,1.0852,1,0,1,0,0,1
user_0281,project_0092,2026-02-16T01:30:05.080920+00:00,30,1.0534,2.0638,0.0,2.0638,1.4447,1,1,1,1,0,0
