user_id,project_id,topic_match_score,required_skill_match_score,gained_skill_match_score,role_skill_match_score,readiness_score,embedding_similarity,commitment_fit,maturity_fit,open,like,share,long_view,skip_fast,disengage
user_0096,project_0117,0.0,0.0,0.0,1.3784,0.0,0.935743,0.7,0.75,0,0,0,0,0,0
user_0096,project_0118,2.2468,0.0,0.0,0.0,0.0,0.942181,0.25,0.45,0,0,0,0,1,1
user_0096,project_0119,2.7036,0.0,1.0912,0.0,0.3274,0.937872,1.0,1.0,1,1,0,0,1,1
user_0097,project_0000,0.0,1.6106,1.4452,1.1731,1.561,0.92793,0.85,0.9,0,0,0,0,0,0
user_0097,project_0001,1.2246,0.0,1.1731,0.0,0.3519,0.92381,0.85,1.0,0,0,0,0,0,0
user_0097,project_0002,0.9227,0.0,1.1731,0.8385,0.3519,0.925501,0.5,0.6,0,0,0,0,0,0
user_0097,project_0003,2.1883,1.4452,1.6106,0.0,1.4948,0.929395,1.0,0.9,0,0,0,0,0,0
user_0097,project_0004,1.2246,0.0,1.4452,1.1731,0.4336,0.935784,1.0,1.0,0,0,0,0,0,0
user_0097,project_0005,2.6138,2.0116,0.0,2.0116,1.4081,0.983886,0.85,0.9,0,0,0,0,0,0
user_0097,project_0006,1.2246,0.0,1.4452,0.0,0.4336,0.924822,0.85,1.0,0,0,0,0,0,0
user_0097,project_0007,1.3892,2.7837,0.0,2.4491,1.9486,0.94245,0.5,0.6,0,0,0,0,0,0
user_0097,project_0008,1.2246,0.0,0.0,0.0,0.0,0.922363,0.85,1.0,0,0,0,0,0,0
user_0097,project_0009,0.9227,0.0,1.4452,0.8385,0.4336,0.926575,0.85,0.9,1,1,0,0,1,1
user_0097,project_0010,0.0,0.0,1.4452,0.0,0.4336,0.912284,1.0,1.0,0,0,0,1,0,0
user_0097,project_0011,1.3892,0.0,1.6106,1.1731,0.4832,0.917175,0.5,0.6,1,1,0,0,1,1
user_0097,project_0012,0.0,1.6106,1.4452,1.1731,1.561,0.928216,0.85,0.9,0,0,0,0,0,0
user_0097,project_0013,1.2246,0.0,1.1731,0.0,0.3519,0.927503,0.85,1.0,0,0,0,0,0,0
user_0097,project_0014,0.9227,0.0,1.1731,0.8385,0.3519,0.935093,0.5,0.6,0,1,0,1,1,1
user_0097,project_0015,2.1883,1.4452,1.6106,0.0,1.4948,0.93051,1.0,0.9,0,0,0,0,0,0
user_0097,project_0016,1.2246,0.0,1.4452,1.1731,0.4336,0.936939,1.0,1.0,1,1,1,1,0,1
user_0097,project_0017,2.6138,2.0116,0.0,2.0116,1.4081,0.986097,0.85,0.9,1,1,1,1,0,1
user_0097,project_0018,1.2246,0.0,1.4452,0.0,0.4336,0.921276,0.85,1.0,0,0,0,0,0,0
user_0097,project_0019,1.3892,2.7837,0.0,2.4491,1.9486,0.952118,0.5,0.6,0,0,0,0,0,0
user_0097,project_0020,1.2246,0.0,0.0,0.0,0.0,0.926174,0.85,1.0,0,0,0,0,1,1
user_0097,project_0021,0.9227,0.0,1.4452,0.8385,0.4336,0.930421,0.85,0.9,0,0,0,1,0,0
user_0097,project_0022,0.0,0.0,1.4452,0.0,0.4336,0.91352,1.0,1.0,0,0,0,0,0,0
user_0097,project_0023,1.3892,0.0,1.6106,1.1731,0.4832,0.921554,0.5,0.6,0,0,0,0,0,0
user_0097,project_0024,0.0,1.6106,1.4452,1.1731,1.561,0.933174,0.85,0.9,1,0,1,1,0,0
user_0097,project_0025,1.2246,0.0,1.1731,0.0,0.3519,0.932675,0.85,1.0,0,0,0,0,0,0
user_0097,project_0026,0.9227,0.0,1.1731,0.8385,0.3519,0.931278,0.5,0.6,0,0,0,0,0,0
user_0097,project_0027,2.1883,1.4452,1.6106,0.0,1.4948,0.930257,1.0,0.9,0,0,0,0,0,0
user_0097,project_0028,1.2246,0.0,1.4452,1.1731,0.4336,0.935131,1.0,1.0,0,0,0,0,0,0
user_0097,project_0029,2.6138,2.0116,0.0,2.0116,1.4081,0.989594,0.85,0.9,0,0,0,0,0,0
user_0097,project_0030,1.2246,0.0,1.4452,0.0,0.4336,0.923954,0.85,1.0,1,1,0,1,0,0
user_0097,project_0031,1.3892,2.7837,0.0,2.4491,1.9486,0.940768,0.5,0.6,1,1,0,1,1,0
user_0097,project_0032,1.2246,0.0,0.0,0.0,0.0,0.926639,0.85,1.0,0,0,0,0,0,0
user_0097,project_0033,0.9227,0.0,1.4452,0.8385,0.4336,0.928919,0.85,0.9,0,0,0,0,0,0
user_0097,project_0034,0.0,0.0,1.4452,0.0,0.4336,0.90961,1.0,1.0,0,0,0,0,0,0
user_0097,project_0035,1.3892,0.0,1.6106,1.1731,0.4832,0.922856,0.5,0.6,1,0,1,0,0,1
user_0097,project_0036,0.0,1.6106,1.4452,1.1731,1.561,0.926422,0.85,0.9,0,0,0,0,0,0
user_0097,project_0037,1.2246,0.0,1.1731,0.0,0.3519,0.932111,0.85,1.0,0,0,0,0,0,0
user_0097,project_0038,0.9227,0.0,1.1731,0.8385,0.3519,0.941057,0.5,0.6,1,1,1,1,1,0
user_0097,project_0039,2.1883,1.4452,1.6106,0.0,1.4948,0.929003,1.0,0.9,0,0,0,0,0,0
user_0097,project_0040,1.2246,0.0,1.4452,1.1731,0.4336,0.931186,1.0,1.0,1,0,0,0,0,1
user_0097,project_0041,2.6138,2.0116,0.0,2.0116,1.4081,0.99121,0.85,0.9,0,0,0,0,0,0
user_0097,project_0042,1.2246,0.0,1.4452,0.0,0.4336,0.925912,0.85,1.0,1,0,0,0,0,0
user_0097,project_0043,1.3892,2.7837,0.0,2.4491,1.9486,0.938479,0.5,0.6,0,0,0,0,0,0
user_0097,project_0044,1.2246,0.0,0.0,0.0,0.0,0.923147,0.85,1.0,0,0,0,1,1,0
user_0097,project_0045,0.9227,0.0,1.4452,0.8385,0.4336,0.92667,0.85,0.9,1,0,0,0,1,1
user_0097,project_0046,0.0,0.0,1.4452,0.0,0.4336,0.913704,1.0,1.0,0,0,0,0,0,0
user_0097,project_0047,1.3892,0.0,1.6106,1.1731,0.4832,0.922957,0.5,0.6,0,0,0,0,0,0
user_0097,project_0048,0.0,1.6106,1.4452,1.1731,1.561,0.927869,0.85,0.9,0,0,0,0,0,0
user_0097,project_0049,1.2246,0.0,1.1731,0.0,0.3519,0.933124,0.85,1.0,0,0,0,0,0,0
user_0097,project_0050,0.9227,0.0,1.1731,0.8385,0.3519,0.933141,0.5,0.6,0,1,0,1,0,1
user_0097,project_0051,2.1883,1.4452,1.6106,0.0,1.4948,0.931227,1.0,0.9,0,0,0,0,0,0
user_0097,project_0052,1.2246,0.0,1.4452,1.1731,0.4336,0.930329,1.0,1.0,0,0,0,1,1,1
user_0097,project_0053,2.6138,2.0116,0.0,2.0116,1.4081,0.981342,0.85,0.9,0,0,0,0,0,0
user_0097,project_0054,1.2246,0.0,1.4452,0.0,0.4336,0.914231,0.85,1.0,0,0,0,0,0,0
user_0097,project_0055,1.3892,2.7837,0.0,2.4491,1.9486,0.940908,0.5,0.6,0,0,0,0,0,0
user_0097,project_0056,1.2246,0.0,0.0,0.0,0.0,0.930292,0.85,1.0,0,0,1,0,0,1
user_0097,project_0057,0.9227,0.0,1.4452,0.8385,0.4336,0.944549,0.85,0.9,1,0,1,0,1,0
user_0097,project_0058,0.0,0.0,1.4452,0.0,0.4336,0.908401,1.0,1.0,0,0,0,0,0,0
user_0097,project_0059,1.3892,0.0,1.6106,1.1731,0.4832,0.921578,0.5,0.6,0,0,0,0,0,0
user_0097,project_0060,0.0,1.6106,1.4452,1.1731,1.561,0.925495,0.85,0.9,0,0,0,0,0,0
user_0097,project_0061,1.2246,0.0,1.1731,0.0,0.3519,0.923995,0.85,1.0,1,1,0,0,1,1
user_0097,project_0062,0.9227,0.0,1.1731,0.8385,0.3519,0.940905,0.5,0.6,0,1,1,1,1,1
user_0097,project_0063,2.1883,1.4452,1.6106,0.0,1.4948,0.929255,1.0,0.9,0,0,0,0,0,0
user_0097,project_0064,1.2246,0.0,1.4452,1.1731,0.4336,0.927051,1.0,1.0,0,0,0,0,0,0
user_0097,project_0065,2.6138,2.0116,0.0,2.0116,1.4081,0.981242,0.85,0.9,1,1,0,1,0,0
user_0097,project_0066,1.2246,0.0,1.4452,0.0,0.4336,0.92733,0.85,1.0,0,0,0,0,0,0
user_0097,project_0067,1.3892,2.7837,0.0,2.4491,1.9486,0.942609,0.5,0.6,1,1,1,1,1,1
user_0097,project_0068,1.2246,0.0,0.0,0.0,0.0,0.928463,0.85,1.0,0,0,0,0,0,0
user_0097,project_0069,0.9227,0.0,1.4452,0.8385,0.4336,0.934284,0.85,0.9,0,0,0,0,0,0
user_0097,project_0070,0.0,0.0,1.4452,0.0,0.4336,0.914728,1.0,1.0,0,1,1,0,0,0
user_0097,project_0071,1.3892,0.0,1.6106,1.1731,0.4832,0.914921,0.5,0.6,0,0,0,0,0,0
user_0097,project_0072,0.0,1.6106,1.4452,1.1731,1.561,0.934641,0.85,0.9,0,0,0,0,0,0
user_0097,project_0073,1.2246,0.0,1.1731,0.0,0.3519,0.922361,0.85,1.0,1,1,1,1,1,1
user_0097,project_0074,0.9227,0.0,1.1731,0.8385,0.3519,0.940545,0.5,0.6,0,0,0,1,0,0
user_0097,project_0075,2.1883,1.4452,1.6106,0.0,1.4948,0.932218,1.0,0.9,0,0,0,0,0,0
user_0097,project_0076,1.2246,0.0,1.4452,1.1731,0.4336,0.933704,1.0,1.0,0,0,0,0,0,0
user_0097,project_0077,2.6138,2.0116,0.0,2.0116,1.4081,0.991417,0.85,0.9,1,1,1,1,1,0
user_0097,project_0078,1.2246,0.0,1.4452,0.0,0.4336,0.925599,0.85,1.0,0,0,0,0,0,0
user_0097,project_0079,1.3892,2.7837,0.0,2.4491,1.9486,0.942084,0.5,0.6,0,0,0,0,0,0
user_0097,project_0080,1.2246,0.0,0.0,0.0,0.0,0.9277,0.85,1.0,0,0,0,0,0,0
user_0097,project_0081,0.9227,0.0,1.4452,0.8385,0.4336,0.932945,0.85,0.9,0,1,0,1,1,1
user_0097,project_0082,0.0,0.0,1.4452,0.0,0.4336,0.909926,1.0,1.0,0,0,0,0,0,0
user_0097,project_0083,1.3892,0.0,1.6106,1.1731,0.4832,0.921188,0.5,0.6,0,0,0,0,0,0
user_0097,project_0084,0.0,1.6106,1.4452,1.1731,1.561,0.921533,0.85,0.9,0,0,0,0,0,0
user_0097,project_0085,1.2246,0.0,1.1731,0.0,0.3519,0.926562,0.85,1.0,0,0,0,0,0,0
user_0097,project_0086,0.9227,0.0,1.1731,0.8385,0.3519,0.935705,0.5,0.6,0,0,0,0,0,0
user_0097,project_0087,2.1883,1.4452,1.6106,0.0,1.4948,0.932769,1.0,0.9,0,0,0,0,0,0
user_0097,project_0088,1.2246,0.0,1.4452,1.1731,0.4336,0.928095,1.0,1.0,1,1,0,1,1,1
user_0097,project_0089,2.6138,2.0116,0.0,2.0116,1.4081,0.990847,0.85,0.9,1,1,1,0,0,0
user_0097,project_0090,1.2246,0.0,1.4452,0.0,0.4336,0.932386,0.85,1.0,0,0,0,0,0,0
user_0097,project_0091,1.3892,2.7837,0.0,2.4491,1.9486,0.941379,0.5,0.6,1,1,1,1,0,1
user_0097,project_0092,1.2246,0.0,0.0,0.0,0.0,0.925423,0.85,1.0,0,0,0,0,0,0
user_0097,project_0093,0.9227,0.0,1.4452,0.8385,0.4336,0.932543,0.85,0.9,0,0,1,0,0,1
user_0097,project_0094,0.0,0.0,1.4452,0.0,0.4336,0.913239,1.0,1.0,0,1,0,0,0,0
user_0097,project_0095,1.3892,0.0,1.6106,1.1731,0.4832,0.916763,0.5,0.6,0,0,0,0,0,0
user_0097,project_0096,0.0,1.6106,1.4452,1.1731,1.561,0.927209,0.85,0.9,0,0,1,0,1,1
user_0097,project_0097,1.2246,0.0,1.1731,0.0,0.3519,0.926562,0.85,1.0,1,0,0,1,0,1
user_0097,project_0098,0.9227,0.0,1.1731,0.8385,0.3519,0.939763,0.5,0.6,0,0,0,0,0,0
user_0097,project_0099,2.1883,1.4452,1.6106,0.0,1.4948,0.929609,1.0,0.9,1,0,1,1,0,0
user_0097,project_0100,1.2246,0.0,1.4452,1.1731,0.4336,0.928901,1.0,1.0,1,1,1,1,0,1
user_0097,project_0101,2.6138,2.0116,0.0,2.0116,1.4081,0.99121,0.85,0.9,0,1,1,1,0,1
user_0097,project_0102,1.2246,0.0,1.4452,0.0,0.4336,0.92761,0.85,1.0,0,0,0,0,0,0
user_0097,project_0103,1.3892,2.7837,0.0,2.4491,1.9486,0.948254,0.5,0.6,0,0,0,0,0,0
user_0097,project_0104,1.2246,0.0,0.0,0.0,0.0,0.92501,0.85,1.0,0,0,0,0,0,0
user_0097,project_0105,0.9227,0.0,1.4452,0.8385,0.4336,0.929984,0.85,0.9,0,0,0,0,0,0
user_0097,project_0106,0.0,0.0,1.4452,0.0,0.4336,0.912142,1.0,1.0,0,0,0,0,0,0
user_0097,project_0107,1.3892,0.0,1.6106,1.1731,0.4832,0.928698,0.5,0.6,0,0,0,0,0,0
user_0097,project_0108,0.0,1.6106,1.4452,1.1731,1.561,0.925672,0.85,0.9,0,0,0,0,0,0
user_0097,project_0109,1.2246,0.0,1.1731,0.0,0.3519,0.931866,0.85,1.0,0,0,0,0,0,0
user_0097,project_0110,0.9227,0.0,1.1731,0.8385,0.3519,0.932059,0.5,0.6,1,0,1,0,0,1
user_0097,project_0111,2.1883,1.4452,1.6106,0.0,1.4948,0.924244,1.0,0.9,0,0,0,0,0,0
user_0097,project_0112,1.2246,0.0,1.4452,1.1731,0.4336,0.926691,1.0,1.0,1,0,1,0,0,0
user_0097,project_0113,2.6138,2.0116,0.0,2.0116,1.4081,0.986788,0.85,0.9,0,0,0,0,0,0
user_0097,project_0114,1.2246,0.0,1.4452,0.0,0.4336,0.912777,0.85,1.0,0,0,0,0,0,0
user_0097,project_0115,1.3892,2.7837,0.0,2.4491,1.9486,0.941018,0.5,0.6,0,1,0,0,1,0
user_0097,project_0116,1.2246,0.0,0.0,0.0,0.0,0.931305,0.85,1.0,0,0,0,0,0,0
user_0097,project_0117,0.9227,0.0,1.4452,0.8385,0.4336,0.933219,0.85,0.9,1,0,0,0,0,0
user_0097,project_0118,0.0,0.0,1.4452,0.0,0.4336,0.914272,1.0,1.0,0,0,0,0,0,0
user_0097,project_0119,1.3892,0.0,1.6106,1.1731,0.4832,0.922199,0.5,0.6,0,0,0,0,0,0
user_0098,project_0000,0.0,0.0,1.63,1.0328,0.489,0.942548,0.9,0.9,0,0,0,0,0,0
user_0098,project_0001,0.0,1.63,1.0328,1.0328,1.4508,0.932171,0.9,0.65,0,0,0,0,0,0
user_0098,project_0002,1.3015,1.0328,1.63,1.0328,1.212,0.938394,0.9,0.9,0,0,0,0,0,0
user_0098,project_0003,0.0,0.0,0.0,1.0328,0.0,0.937568,0.5,0.9,0,0,0,0,0,0
user_0098,project_0004,1.3629,1.63,0.0,0.0,1.141,0.988837,0.5,0.65,1,1,0,1,1,0
user_0098,project_0005,0.9488,0.0,1.0328,1.0328,0.3098,0.924054,0.9,0.9,0,0,0,0,0,0
user_0098,project_0006,0.0,1.63,1.0328,2.6628,1.4508,0.947908,0.9,0.65,0,0,0,0,0,0
user_0098,project_0007,0.9488,0.0,0.0,0.0,0.0,0.928182,0.9,0.9,0,0,0,0,0,0
user_0098,project_0008,0.0,1.63,1.0328,1.63,1.4508,0.946456,0.9,0.65,0,0,0,0,0,0
user_0098,project_0009,0.0,1.0328,0.0,1.0328,0.723,0.928546,0.9,0.9,1,0,1,0,0,1
user_0098,project_0010,1.3015,1.63,0.0,0.0,1.141,0.959537,0.5,0.65,1,0,1,0,0,0
user_0098,project_0011,2.3117,0.0,1.63,0.0,0.489,0.934434,0.9,0.9,1,1,0,0,0,0
user_0098,project_0012,0.0,0.0,1.63,1.0328,0.489,0.937112,0.9,0.9,0,0,0,0,0,0
user_0098,project_0013,0.0,1.63,1.0328,1.0328,1.4508,0.939823,0.9,0.65,0,0,0,0,0,0
user_0098,project_0014,1.3015,1.0328,1.63,1.0328,1.212,0.934965,0.9,0.9,0,0,0,0,0,0
user_0098,project_0015,0.0,0.0,0.0,1.0328,0.0,0.943714,0.5,0.9,0,0,0,0,0,0
user_0098,project_0016,1.3629,1.63,0.0,0.0,1.141,0.988723,0.5,0.65,0,0,0,0,0,0
user_0098,project_0017,0.9488,0.0,1.0328,1.0328,0.3098,0.922989,0.9,0.9,0,0,0,0,0,0
user_0098,project_0018,0.0,1.63,1.0328,2.6628,1.4508,0.946168,0.9,0.65,0,0,0,0,0,0
user_0098,project_0019,0.9488,0.0,0.0,0.0,0.0,0.935969,0.9,0.9,0,0,0,0,0,0
user_0098,project_0020,0.0,1.63,1.0328,1.63,1.4508,0.947138,0.9,0.65,0,0,0,0,0,0
user_0098,project_0021,0.0,1.0328,0.0,1.0328,0.723,0.925253,0.9,0.9,1,0,1,1,0,0
user_0098,project_0022,1.3015,1.63,0.0,0.0,1.141,0.961047,0.5,0.65,0,0,0,0,0,0
user_0098,project_0023,2.3117,0.0,1.63,0.0,0.489,0.935979,0.9,0.9,0,0,0,0,0,0
user_0098,project_0024,0.0,0.0,1.63,1.0328,0.489,0.939655,0.9,0.9,0,0,1,0,1,1
user_0098,project_0025,0.0,1.63,1.0328,1.0328,1.4508,0.941311,0.9,0.65,0,0,0,0,0,0
user_0098,project_0026,1.3015,1.0328,1.63,1.0328,1.212,0.939549,0.9,0.9,0,0,0,0,0,0
user_0098,project_0027,0.0,0.0,0.0,1.0328,0.0,0.938991,0.5,0.9,0,0,0,0,0,0
user_0098,project_0028,1.3629,1.63,0.0,0.0,1.141,0.984704,0.5,0.65,0,0,0,0,0,0
user_0098,project_0029,0.9488,0.0,1.0328,1.0328,0.3098,0.930819,0.9,0.9,0,0,0,1,1,1
user_0098,project_0030,0.0,1.63,1.0328,2.6628,1.4508,0.948768,0.9,0.65,0,0,0,0,0,0
user_0098,project_0031,0.9488,0.0,0.0,0.0,0.0,0.929434,0.9,0.9,1,0,0,0,0,1
user_0098,project_0032,0.0,1.63,1.0328,1.63,1.4508,0.947612,0.9,0.65,0,0,0,0,0,0
user_0098,project_0033,0.0,1.0328,0.0,1.0328,0.723,0.925204,0.9,0.9,1,1,0,0,0,0
user_0098,project_0034,1.3015,1.63,0.0,0.0,1.141,0.955835,0.5,0.65,0,1,1,1,1,0
user_0098,project_0035,2.3117,0.0,1.63,0.0,0.489,0.940015,0.9,0.9,0,0,0,0,0,0
user_0098,project_0036,0.0,0.0,1.63,1.0328,0.489,0.940809,0.9,0.9,0,0,0,0,0,0
user_0098,project_0037,0.0,1.63,1.0328,1.0328,1.4508,0.94027,0.9,0.65,0,0,0,0,0,0
user_0098,project_0038,1.3015,1.0328,1.63,1.0328,1.212,0.943771,0.9,0.9,0,0,0,0,0,0
user_0098,project_0039,0.0,0.0,0.0,1.0328,0.0,0.935167,0.5,0.9,0,0,0,0,0,0
user_0098,project_0040,1.3629,1.63,0.0,0.0,1.141,0.981795,0.5,0.65,1,1,0,0,1,0
user_0098,project_0041,0.9488,0.0,1.0328,1.0328,0.3098,0.929329,0.9,0.9,1,1,0,0,0,1
user_0098,project_0042,0.0,1.63,1.0328,2.6628,1.4508,0.941004,0.9,0.65,1,0,0,1,1,0
user_0098,project_0043,0.9488,0.0,0.0,0.0,0.0,0.932245,0.9,0.9,0,0,0,0,0,0
user_0098,project_0044,0.0,1.63,1.0328,1.63,1.4508,0.946765,0.9,0.65,1,0,0,1,1,0
user_0098,project_0045,0.0,1.0328,0.0,1.0328,0.723,0.933115,0.9,0.9,0,0,0,0,0,0
user_0098,project_0046,1.3015,1.63,0.0,0.0,1.141,0.959847,0.5,0.65,0,0,0,0,0,0
user_0098,project_0047,2.3117,0.0,1.63,0.0,0.489,0.942787,0.9,0.9,0,0,0,0,0,0
user_0098,project_0048,0.0,0.0,1.63,1.0328,0.489,0.943145,0.9,0.9,0,0,0,0,0,0
user_0098,project_0049,0.0,1.63,1.0328,1.0328,1.4508,0.93993,0.9,0.65,0,0,0,0,0,0
user_0098,project_0050,1.3015,1.0328,1.63,1.0328,1.212,0.939275,0.9,0.9,1,1,1,1,0,1
user_0098,project_0051,0.0,0.0,0.0,1.0328,0.0,0.937895,0.5,0.9,0,0,0,0,0,0
user_0098,project_0052,1.3629,1.63,0.0,0.0,1.141,0.983504,0.5,0.65,0,0,0,1,0,0
user_0098,project_0053,0.9488,0.0,1.0328,1.0328,0.3098,0.933016,0.9,0.9,1,1,0,1,0,1
user_0098,project_0054,0.0,1.63,1.0328,2.6628,1.4508,0.935756,0.9,0.65,1,0,1,0,0,1
user_0098,project_0055,0.9488,0.0,0.0,0.0,0.0,0.929832,0.9,0.9,0,0,0,0,0,0
user_0098,project_0056,0.0,1.63,1.0328,1.63,1.4508,0.943711,0.9,0.65,0,0,0,0,0,0
user_0098,project_0057,0.0,1.0328,0.0,1.0328,0.723,0.934144,0.9,0.9,0,0,0,0,0,0
user_0098,project_0058,1.3015,1.63,0.0,0.0,1.141,0.958415,0.5,0.65,0,0,0,0,0,0
user_0098,project_0059,2.3117,0.0,1.63,0.0,0.489,0.941161,0.9,0.9,1,0,0,0,1,0
user_0098,project_0060,0.0,0.0,1.63,1.0328,0.489,0.940425,0.9,0.9,0,0,0,0,0,0
user_0098,project_0061,0.0,1.63,1.0328,1.0328,1.4508,0.933662,0.9,0.65,0,0,1,0,1,1
user_0098,project_0062,1.3015,1.0328,1.63,1.0328,1.212,0.943939,0.9,0.9,0,0,0,0,0,0
user_0098,project_0063,0.0,0.0,0.0,1.0328,0.0,0.938014,0.5,0.9,0,0,0,0,0,0
user_0098,project_0064,1.3629,1.63,0.0,0.0,1.141,0.983978,0.5,0.65,0,0,0,0,0,0
user_0098,project_0065,0.9488,0.0,1.0328,1.0328,0.3098,0.924126,0.9,0.9,1,0,0,0,0,0
user_0098,project_0066,0.0,1.63,1.0328,2.6628,1.4508,0.946235,0.9,0.65,0,1,1,0,1,0
user_0098,project_0067,0.9488,0.0,0.0,0.0,0.0,0.929672,0.9,0.9,0,0,0,0,0,0
user_0098,project_0068,0.0,1.63,1.0328,1.63,1.4508,0.947629,0.9,0.65,0,0,1,0,1,0
user_0098,project_0069,0.0,1.0328,0.0,1.0328,0.723,0.932837,0.9,0.9,0,1,0,1,1,0
user_0098,project_0070,1.3015,1.63,0.0,0.0,1.141,0.960872,0.5,0.65,0,1,0,0,1,0
user_0098,project_0071,2.3117,0.0,1.63,0.0,0.489,0.937576,0.9,0.9,0,0,0,0,0,0
user_0098,project_0072,0.0,0.0,1.63,1.0328,0.489,0.939532,0.9,0.9,0,1,0,0,1,0
user_0098,project_0073,0.0,1.63,1.0328,1.0328,1.4508,0.93893,0.9,0.65,1,0,0,1,1,0
user_0098,project_0074,1.3015,1.0328,1.63,1.0328,1.212,0.942445,0.9,0.9,0,0,1,0,0,1
user_0098,project_0075,0.0,0.0,0.0,1.0328,0.0,0.936351,0.5,0.9,0,0,0,0,0,0
user_0098,project_0076,1.3629,1.63,0.0,0.0,1.141,0.985014,0.5,0.65,1,0,1,0,0,0
user_0098,project_0077,0.9488,0.0,1.0328,1.0328,0.3098,0.928905,0.9,0.9,0,0,0,0,0,0
user_0098,project_0078,0.0,1.63,1.0328,2.6628,1.4508,0.945156,0.9,0.65,1,0,0,1,1,0
user_0098,project_0079,0.9488,0.0,0.0,0.0,0.0,0.928873,0.9,0.9,0,0,0,0,0,0
user_0098,project_0080,0.0,1.63,1.0328,1.63,1.4508,0.947877,0.9,0.65,0,0,0,0,0,0
user_0098,project_0081,0.0,1.0328,0.0,1.0328,0.723,0.926798,0.9,0.9,1,0,0,1,0,0
user_0098,project_0082,1.3015,1.63,0.0,0.0,1.141,0.95628,0.5,0.65,0,0,1,1,1,0
user_0098,project_0083,2.3117,0.0,1.63,0.0,0.489,0.938305,0.9,0.9,0,0,0,0,0,0
user_0098,project_0084,0.0,0.0,1.63,1.0328,0.489,0.940623,0.9,0.9,0,0,0,0,0,0
user_0098,project_0085,0.0,1.63,1.0328,1.0328,1.4508,0.940614,0.9,0.65,0,0,0,0,0,0
user_0098,project_0086,1.3015,1.0328,1.63,1.0328,1.212,0.942251,0.9,0.9,1,0,1,1,0,0
user_0098,project_0087,0.0,0.0,0.0,1.0328,0.0,0.946113,0.5,0.9,0,0,0,0,0,0
user_0098,project_0088,1.3629,1.63,0.0,0.0,1.141,0.984551,0.5,0.65,0,0,0,0,0,0
user_0098,project_0089,0.9488,0.0,1.0328,1.0328,0.3098,0.930383,0.9,0.9,0,0,0,0,1,1
user_0098,project_0090,0.0,1.63,1.0328,2.6628,1.4508,0.947082,0.9,0.65,0,0,0,0,0,0
user_0098,project_0091,0.9488,0.0,0.0,0.0,0.0,0.928661,0.9,0.9,0,0,0,0,0,0
user_0098,project_0092,0.0,1.63,1.0328,1.63,1.4508,0.941825,0.9,0.65,0,1,0,0,0,0
user_0098,project_0093,0.0,1.0328,0.0,1.0328,0.723,0.928402,0.9,0.9,0,0,0,0,0,0
user_0098,project_0094,1.3015,1.63,0.0,0.0,1.141,0.960742,0.5,0.65,0,0,0,0,0,0
user_0098,project_0095,2.3117,0.0,1.63,0.0,0.489,0.934389,0.9,0.9,1,0,1,1,1,1
user_0098,project_0096,0.0,0.0,1.63,1.0328,0.489,0.941064,0.9,0.9,0,0,0,0,0,0
user_0098,project_0097,0.0,1.63,1.0328,1.0328,1.4508,0.940614,0.9,0.65,0,0,0,0,0,0
user_0098,project_0098,1.3015,1.0328,1.63,1.0328,1.212,0.941983,0.9,0.9,0,0,0,0,0,0
user_0098,project_0099,0.0,0.0,0.0,1.0328,0.0,0.942451,0.5,0.9,0,0,0,0,0,0
user_0098,project_0100,1.3629,1.63,0.0,0.0,1.141,0.982821,0.5,0.65,0,0,0,0,0,0
user_0098,project_0101,0.9488,0.0,1.0328,1.0328,0.3098,0.929329,0.9,0.9,0,0,0,0,0,0
user_0098,project_0102,0.0,1.63,1.0328,2.6628,1.4508,0.945807,0.9,0.65,0,0,0,0,0,0
user_0098,project_0103,0.9488,0.0,0.0,0.0,0.0,0.932156,0.9,0.9,0,0,0,0,0,0
user_0098,project_0104,0.0,1.63,1.0328,1.63,1.4508,0.942045,0.9,0.65,0,0,0,0,0,0
user_0098,project_0105,0.0,1.0328,0.0,1.0328,0.723,0.926689,0.9,0.9,0,1,0,1,0,0
user_0098,project_0106,1.3015,1.63,0.0,0.0,1.141,0.960021,0.5,0.65,0,0,0,0,0,0
user_0098,project_0107,2.3117,0.0,1.63,0.0,0.489,0.940509,0.9,0.9,0,0,0,0,0,0
user_0098,project_0108,0.0,0.0,1.63,1.0328,0.489,0.942123,0.9,0.9,0,0,0,0,0,0
user_0098,project_0109,0.0,1.63,1.0328,1.0328,1.4508,0.941576,0.9,0.65,0,0,0,0,0,0
user_0098,project_0110,1.3015,1.0328,1.63,1.0328,1.212,0.940092,0.9,0.9,0,0,0,1,1,0
user_0098,project_0111,0.0,0.0,0.0,1.0328,0.0,0.939606,0.5,0.9,0,1,0,1,0,1
user_0098,project_0112,1.3629,1.63,0.0,0.0,1.141,0.983439,0.5,0.65,0,1,1,1,0,1
user_0098,project_0113,0.9488,0.0,1.0328,1.0328,0.3098,0.92416,0.9,0.9,0,0,0,0,0,0
user_0098,project_0114,0.0,1.63,1.0328,2.6628,1.4508,0.93369,0.9,0.65,0,0,0,0,0,0
user_0098,project_0115,0.9488,0.0,0.0,0.0,0.0,0.930704,0.9,0.9,0,0,0,0,0,0
user_0098,project_0116,0.0,1.63,1.0328,1.63,1.4508,0.94557,0.9,0.65,0,1,0,1,1,0
user_0098,project_0117,0.0,1.0328,0.0,1.0328,0.723,0.932975,0.9,0.9,1,0,1,0,0,1
