user_id,interests,skills,interest_weights,skill_weights,experience_level,preferred_language,region,preferred_formats,freshness_preference,breaking_affinity,source_loyalty_weights,onboarding_completed_at
user_0064,climate|cybersecurity|mobile|product|startups|web,critical_thinking|data_literacy|javascript|machine_learning,"{""climate"":1.2053,""cybersecurity"":1.4143,""mobile"":0.8838,""product"":0.6536,""startups"":0.6739,""web"":0.9633}","{""critical_thinking"":1.4082,""data_literacy"":1.2533,""javascript"":1.2383,""machine_learning"":1.588}",senior,en,LATAM,analysis|live_blog,0.8505,1.2549,"{""Builder Weekly"":1.2575,""Campus Pulse"":1.4181,""Policy Radar"":1.3945,""TechWire"":1.0703}",2025-12-28T15:00:00
user_0065,ai|data|science,analytics|design_thinking|leadership|machine_learning|react,"{""ai"":0.7971,""data"":1.6932,""science"":0.8959}","{""analytics"":1.6997,""design_thinking"":1.2913,""leadership"":1.293,""machine_learning"":1.527,""react"":1.5821}",mid,en,EU,explainer|live_blog,1.1204,1.1713,"{""Global Science Desk"":1.3899,""Startup Signal"":1.4058,""TechWire"":1.263}",2025-12-22T15:00:00
user_0066,cybersecurity|fintech|mobile|product|robotics|startups,data_literacy|javascript|leadership|machine_learning,"{""cybersecurity"":0.903,""fintech"":0.8866,""mobile"":1.5504,""product"":0.8016,""robotics"":1.1362,""startups"":0.7105}","{""data_literacy"":1.0952,""javascript"":1.0998,""leadership"":1.236,""machine_learning"":1.0661}",junior,en,LATAM,explainer|live_blog,1.2522,1.4926,"{""Policy Radar"":1.0842,""TechWire"":1.2868}",2025-12-02T18:00:00
user_0067,data|design|fintech|policy,design_thinking|sql,"{""data"":1.6602,""design"":0.7732,""fintech"":1.6996,""policy"":1.1529}","{""design_thinking"":0.8911,""sql"":1.3253}",junior,en,EU,analysis|explainer|live_blog,1.1521,1.4638,"{""Builder Weekly"":1.2064,""Global Science Desk"":1.1986,""Lab Chronicle"":0.9993,""Security Brief"":1.4407}",2026-01-27T02:00:00
user_0068,ai|cybersecurity|data|design|research|web,data_literacy|design_thinking|figma|git|python,"{""ai"":1.0488,""cybersecurity"":1.525,""data"":1.1743,""design"":1.3373,""research"":1.3691,""web"":0.9202}","{""data_literacy"":1.5859,""design_thinking"":1.7598,""figma"":1.37,""git"":1.1887,""python"":0.8019}",newcomer,ru,EU,explainer|newsletter,1.5089,1.318,"{""Startup Signal"":0.9669,""TechWire"":1.3733}",2026-01-22T08:00:00
user_0069,ai|climate|cybersecurity|science,git|leadership|machine_learning,"{""ai"":0.7135,""climate"":1.3196,""cybersecurity"":1.6306,""science"":1.6084}","{""git"":1.3911,""leadership"":0.6189,""machine_learning"":1.2387}",senior,en,US,briefing|live_blog|newsletter,0.9893,1.0513,"{""Campus Pulse"":1.409,""Global Science Desk"":1.2122,""Security Brief"":1.0705,""TechWire"":1.2599}",2026-03-05T01:00:00
user_0070,climate|data|design|policy|research|science,critical_thinking|javascript,"{""climate"":1.0482,""data"":1.2303,""design"":0.7089,""policy"":0.6599,""research"":0.83,""science"":1.1749}","{""critical_thinking"":1.1207,""javascript"":1.5413}",newcomer,en,US,analysis|newsletter,0.9345,1.4729,"{""Builder Weekly"":1.2922,""Lab Chronicle"":1.0902,""Security Brief"":1.2215,""TechWire"":1.2791}",2026-02-16T18:00:00
user_0071,climate|mobile|science|startups,data_literacy|design_thinking|prompt_engineering|react,"{""climate"":1.5264,""mobile"":1.0586,""science"":1.5914,""startups"":0.9983}","{""data_literacy"":1.5067,""design_thinking"":0.7679,""prompt_engineering"":1.7862,""react"":1.469}",mid,en,LATAM,briefing|explainer,1.2467,1.5736,"{""Campus Pulse"":1.2526,""Lab Chronicle"":1.2569}",2026-03-11T16:00:00
user_0072,data|fintech|policy|startups|web,data_literacy|javascript|prompt_engineering|public_speaking|sql,"{""data"":0.74,""fintech"":1.2995,""policy"":1.488,""startups"":1.3988,""web"":0.7361}","{""data_literacy"":0.7851,""javascript"":1.454,""prompt_engineering"":1.3607,""public_speaking"":1.4876,""sql"":0.98}",newcomer,en,US,analysis|explainer|live_blog,1.2161,1.0968,"{""Lab Chronicle"":1.0437,""TechWire"":1.1744}",2026-03-04T01:00:00
user_0073,fintech|research|web,analytics|critical_thinking|figma|javascript|python,"{""fintech"":1.4111,""research"":1.2375,""web"":1.6924}","{""analytics"":0.8913,""critical_thinking"":1.2253,""figma"":1.4224,""javascript"":0.8034,""python"":0.9227}",junior,en,EU,analysis|explainer,1.3407,1.1714,"{""Global Science Desk"":1.3413,""Lab Chronicle"":1.1306,""Policy Radar"":1.4221}",2026-01-16T09:00:00
user_0074,ai|design|fintech|mobile,git|javascript|leadership|react|sql,"{""ai"":1.5062,""design"":1.5525,""fintech"":1.6729,""mobile"":0.7929}","{""git"":0.9848,""javascript"":1.7367,""leadership"":0.841,""react"":0.977,""sql"":1.7575}",newcomer,es,LATAM,analysis|explainer|newsletter,1.5479,0.9029,"{""Global Science Desk"":1.1325,""Policy Radar"":1.416,""Startup Signal"":1.0499}",2025-12-11T22:00:00
user_0075,climate|design|policy|startups,data_literacy|figma|leadership|public_speaking|sql,"{""climate"":0.9041,""design"":1.3416,""policy"":1.401,""startups"":1.4785}","{""data_literacy"":0.6888,""figma"":1.7888,""leadership"":1.1751,""public_speaking"":1.081,""sql"":1.2079}",senior,es,MENA,briefing|live_blog,1.2595,1.2287,"{""Builder Weekly"":1.2823,""Policy Radar"":1.0332}",2025-12-09T02:00:00
user_0076,ai|climate|data|design|product|web,git|javascript|leadership,"{""ai"":1.1362,""climate"":1.3635,""data"":1.375,""design"":0.8083,""product"":1.6976,""web"":1.1569}","{""git"":0.9545,""javascript"":1.7047,""leadership"":0.703}",mid,es,EU,analysis|live_blog|newsletter,1.3226,1.0211,"{""Lab Chronicle"":1.1881,""Security Brief"":1.1691}",2026-03-09T14:00:00
user_0077,ai|fintech|robotics,public_speaking|react,"{""ai"":0.8226,""fintech"":1.6831,""robotics"":0.9061}","{""public_speaking"":0.8093,""react"":0.7922}",senior,en,MENA,analysis|explainer,0.948,1.2534,"{""Global Science Desk"":0.9646,""Policy Radar"":1.2571}",2026-03-14T14:00:00
user_0078,climate|data|design|science,machine_learning|react,"{""climate"":0.8463,""data"":0.9923,""design"":1.1304,""science"":0.9255}","{""machine_learning"":1.6352,""react"":1.2333}",mid,ru,APAC,explainer|live_blog|newsletter,1.4103,1.3501,"{""Builder Weekly"":1.3728,""Lab Chronicle"":1.2587}",2025-12-26T18:00:00
user_0079,cybersecurity|fintech|robotics,design_thinking|figma,"{""cybersecurity"":0.7728,""fintech"":1.042,""robotics"":0.7984}","{""design_thinking"":1.0662,""figma"":1.3157}",junior,en,MENA,analysis|explainer,1.5139,1.1619,"{""Campus Pulse"":1.0435,""Lab Chronicle"":1.371,""Policy Radar"":1.2597,""Security Brief"":1.3828}",2025-12-01T00:00:00
user_0080,mobile|policy|research|robotics|science|web,analytics|critical_thinking|prompt_engineering,"{""mobile"":1.4857,""policy"":0.8816,""research"":0.6843,""robotics"":0.8861,""science"":0.9531,""web"":1.4698}","{""analytics"":1.2788,""critical_thinking"":1.5271,""prompt_engineering"":1.1944}",newcomer,en,APAC,live_blog|newsletter,1.3635,1.0031,"{""Builder Weekly"":1.2232,""Global Science Desk"":1.4449,""Policy Radar"":1.0012,""TechWire"":1.365}",2026-01-17T04:00:00
user_0081,climate|data|policy|startups|web,prompt_engineering|python|react,"{""climate"":1.3736,""data"":1.5541,""policy"":1.2908,""startups"":1.0996,""web"":1.297}","{""prompt_engineering"":1.5418,""python"":1.5762,""react"":1.5665}",senior,en,APAC,analysis|explainer|newsletter,0.9017,1.3876,"{""Global Science Desk"":1.4262,""Lab Chronicle"":1.2072,""Security Brief"":1.4001,""Startup Signal"":1.3576}",2026-03-08T04:00:00
user_0082,cybersecurity|data|science|startups,design_thinking|javascript|public_speaking|sql,"{""cybersecurity"":1.1639,""data"":1.2563,""science"":0.9322,""startups"":1.0849}","{""design_thinking"":1.1424,""javascript"":1.3604,""public_speaking"":1.6562,""sql"":0.7117}",junior,en,LATAM,analysis|explainer|newsletter,0.8475,1.2043,"{""Builder Weekly"":1.3155,""Global Science Desk"":1.1792,""Security Brief"":1.2821,""TechWire"":1.1291}",2026-01-20T06:00:00
user_0083,cybersecurity|design|fintech|product|startups|web,analytics|git|public_speaking|python|react,"{""cybersecurity"":0.7546,""design"":1.4731,""fintech"":1.1326,""product"":0.7804,""startups"":1.5505,""web"":1.1134}","{""analytics"":0.6008,""git"":1.7496,""public_speaking"":0.8428,""python"":1.4263,""react"":0.7583}",junior,ru,EU,analysis|briefing|live_blog,1.0973,1.0097,"{""Builder Weekly"":1.4019,""Security Brief"":1.0328}",2026-01-19T16:00:00
user_0084,ai|climate|science,critical_thinking|data_literacy|leadership,"{""ai"":1.2734,""climate"":1.1954,""science"":1.1173}","{""critical_thinking"":0.6097,""data_literacy"":1.0123,""leadership"":0.7447}",junior,es,EU,analysis|briefing|explainer,0.9028,1.4074,"{""Campus Pulse"":1.1067,""TechWire"":1.3905}",2025-12-22T15:00:00
user_0085,ai|climate|product|research,git|leadership|python,"{""ai"":0.8737,""climate"":1.4357,""product"":1.6159,""research"":1.2969}","{""git"":1.1309,""leadership"":0.8607,""python"":1.6759}",mid,en,US,analysis|explainer|live_blog,1.2507,1.363,"{""Lab Chronicle"":1.2723,""Policy Radar"":1.0741}",2025-12-05T14:00:00
user_0086,design|robotics|web,machine_learning|prompt_engineering|sql,"{""design"":0.8481,""robotics"":1.0613,""web"":1.3285}","{""machine_learning"":1.5406,""prompt_engineering"":1.5525,""sql"":0.8872}",junior,en,EU,briefing|live_blog|newsletter,1.2263,1.0606,"{""Builder Weekly"":1.016,""Lab Chronicle"":1.3804}",2025-12-07T21:00:00
user_0087,ai|climate|research,design_thinking|figma,"{""ai"":0.6918,""climate"":0.7135,""research"":1.4788}","{""design_thinking"":1.2079,""figma"":1.3543}",newcomer,en,MENA,briefing|explainer|live_blog,1.0451,1.2485,"{""Global Science Desk"":0.9895,""Lab Chronicle"":1.4105,""Security Brief"":1.4372,""TechWire"":1.0277}",2026-02-03T14:00:00
user_0088,ai|climate|data|mobile|science|startups,leadership|prompt_engineering,"{""ai"":1.2893,""climate"":0.9748,""data"":1.4288,""mobile"":1.4277,""science"":0.7754,""startups"":1.3933}","{""leadership"":1.4418,""prompt_engineering"":0.7966}",senior,es,APAC,analysis|briefing|live_blog,1.5313,1.2834,"{""Builder Weekly"":1.1175,""Global Science Desk"":1.1647,""Startup Signal"":1.2119,""TechWire"":1.0815}",2026-01-15T20:00:00
user_0089,ai|cybersecurity|fintech|policy|research,critical_thinking|figma|react,"{""ai"":1.589,""cybersecurity"":1.3578,""fintech"":0.7711,""policy"":1.4278,""research"":0.6527}","{""critical_thinking"":1.6304,""figma"":0.6147,""react"":0.6552}",mid,en,EU,briefing|explainer,1.0034,0.8162,"{""Builder Weekly"":1.1581,""Campus Pulse"":1.3101}",2026-02-27T20:00:00
user_0090,cybersecurity|data|product,critical_thinking|javascript,"{""cybersecurity"":1.5708,""data"":1.5593,""product"":1.4622}","{""critical_thinking"":0.9728,""javascript"":0.7037}",junior,en,LATAM,live_blog|newsletter,1.2099,1.4266,"{""Lab Chronicle"":1.4359,""Policy Radar"":1.4489,""Security Brief"":1.3379,""Startup Signal"":1.3162}",2026-03-14T23:00:00
user_0091,data|fintech|product,analytics|git,"{""data"":1.4469,""fintech"":1.0451,""product"":1.425}","{""analytics"":0.969,""git"":0.8462}",newcomer,es,MENA,analysis|briefing|live_blog,1.0794,1.5784,"{""Campus Pulse"":1.3986,""Security Brief"":1.2099,""TechWire"":1.3004}",2025-12-31T09:00:00
user_0092,climate|mobile|research|robotics,javascript|public_speaking,"{""climate"":1.6624,""mobile"":0.8986,""research"":0.924,""robotics"":0.9808}","{""javascript"":1.561,""public_speaking"":1.4409}",mid,ru,LATAM,analysis|briefing|live_blog,0.8792,1.1321,"{""Global Science Desk"":1.3351,""Lab Chronicle"":1.0045}",2026-01-22T09:00:00
user_0093,data|design|policy|science|startups,critical_thinking|data_literacy|react|sql,"{""data"":1.498,""design"":0.9694,""policy"":1.3899,""science"":1.2835,""startups"":0.8758}","{""critical_thinking"":1.6279,""data_literacy"":0.778,""react"":1.4534,""sql"":1.7621}",newcomer,en,US,analysis|briefing|live_blog,1.3954,0.8532,"{""Builder Weekly"":1.2251,""Security Brief"":0.9974,""Startup Signal"":1.001}",2025-11-29T05:00:00
user_0094,data|fintech|mobile|robotics,prompt_engineering|sql,"{""data"":0.9218,""fintech"":1.5034,""mobile"":0.6729,""robotics"":0.7177}","{""prompt_engineering"":1.683,""sql"":1.1321}",senior,en,LATAM,briefing|explainer,1.1721,1.0753,"{""Lab Chronicle"":1.1666,""Startup Signal"":1.3122}",2026-02-21T01:00:00
user_0095,cybersecurity|design|policy|startups,analytics|prompt_engineering|react,"{""cybersecurity"":1.2978,""design"":1.3296,""policy"":1.1738,""startups"":1.5769}","{""analytics"":1.1748,""prompt_engineering"":0.7053,""react"":1.0596}",newcomer,en,APAC,briefing|newsletter,1.0412,0.9799,"{""Builder Weekly"":1.3407,""Policy Radar"":1.122,""Startup Signal"":1.2328}",2026-02-02T17:00:00
user_0096,ai|design|startups|web,data_literacy|design_thinking|git|machine_learning|prompt_engineering,"{""ai"":0.7551,""design"":1.3397,""startups"":0.9299,""web"":1.5071}","{""data_literacy"":1.7007,""design_thinking"":0.6671,""git"":1.7957,""machine_learning"":0.8633,""prompt_engineering"":1.6158}",junior,ru,LATAM,analysis|newsletter,1.2227,1.2286,"{""Builder Weekly"":1.407,""Global Science Desk"":0.9641,""Lab Chronicle"":1.3003,""Security Brief"":1.4238}",2025-11-27T21:00:00
user_0097,ai|climate|cybersecurity|policy|science,analytics|design_thinking|prompt_engineering,"{""ai"":1.2028,""climate"":0.6507,""cybersecurity"":1.6138,""policy"":0.8615,""science"":0.787}","{""analytics"":1.4603,""design_thinking"":1.7025,""prompt_engineering"":1.6131}",mid,en,US,analysis|newsletter,1.0967,0.8359,"{""Builder Weekly"":1.1368,""TechWire"":1.421}",2026-02-02T08:00:00
user_0098,mobile|policy|robotics|science,data_literacy|machine_learning|prompt_engineering|python,"{""mobile"":1.4763,""policy"":0.8844,""robotics"":1.2684,""science"":0.8341}","{""data_literacy"":0.9682,""machine_learning"":1.4262,""prompt_engineering"":0.7528,""python"":1.4746}",mid,es,APAC,briefing|explainer|newsletter,0.8584,1.0448,"{""Builder Weekly"":1.2698,""Campus Pulse"":1.0021,""Global Science Desk"":1.1981,""Startup Signal"":1.1156}",2026-02-21T16:00:00
user_0099,robotics|science|web,analytics|design_thinking|figma|leadership,"{""robotics"":0.912,""science"":0.7212,""web"":0.9195}","{""analytics"":0.7296,""design_thinking"":0.6015,""figma"":1.0631,""leadership"":1.4791}",newcomer,es,MENA,explainer|live_blog|newsletter,0.9692,1.1336,"{""Campus Pulse"":1.3444,""Global Science Desk"":1.239,""Policy Radar"":1.3291}",2026-02-06T12:00:00
user_0100,climate|cybersecurity|design|fintech|startups,critical_thinking|data_literacy|machine_learning|python|react,"{""climate"":1.0048,""cybersecurity"":1.6845,""design"":1.5879,""fintech"":1.3897,""startups"":1.1029}","{""critical_thinking"":1.3844,""data_literacy"":1.3288,""machine_learning"":1.121,""python"":0.6643,""react"":0.9973}",senior,es,MENA,briefing|live_blog|newsletter,0.9152,1.0567,"{""Policy Radar"":1.2359,""TechWire"":1.3699}",2026-03-04T03:00:00
user_0101,ai|climate|cybersecurity|data|design|web,critical_thinking|leadership,"{""ai"":0.9738,""climate"":1.0673,""cybersecurity"":1.1636,""data"":1.3441,""design"":0.7457,""web"":1.2213}","{""critical_thinking"":0.8219,""leadership"":1.6626}",senior,en,MENA,explainer|live_blog,0.8725,1.3179,"{""Campus Pulse"":1.2321,""Lab Chronicle"":1.0256,""Startup Signal"":1.2982}",2025-12-08T18:00:00
user_0102,ai|mobile|product|web,design_thinking|leadership|machine_learning|prompt_engineering|public_speaking,"{""ai"":1.1501,""mobile"":0.7329,""product"":1.5979,""web"":1.4}","{""design_thinking"":1.2025,""leadership"":1.6805,""machine_learning"":1.5605,""prompt_engineering"":1.413,""public_speaking"":1.3443}",junior,en,MENA,analysis|newsletter,1.1265,1.5977,"{""Lab Chronicle"":1.1617,""TechWire"":1.4441}",2025-11-28T17:00:00
user_0103,climate|fintech|mobile|science|startups,figma|git|leadership|machine_learning|sql,"{""climate"":1.613,""fintech"":0.663,""mobile"":1.3854,""science"":1.267,""startups"":1.4708}","{""figma"":0.735,""git"":0.7796,""leadership"":1.2799,""machine_learning"":1.2992,""sql"":1.7578}",senior,en,US,live_blog|newsletter,1.0066,0.8723,"{""Builder Weekly"":1.1928,""Policy Radar"":1.2545,""Startup Signal"":0.9687}",2026-03-11T00:00:00
user_0104,ai|data|design|policy|science,analytics|figma|git|python,"{""ai"":0.9444,""data"":1.1662,""design"":1.381,""policy"":0.7531,""science"":1.5623}","{""analytics"":0.7613,""figma"":1.7691,""git"":1.1317,""python"":1.591}",junior,en,MENA,analysis|explainer,1.0804,0.7978,"{""Builder Weekly"":1.1922,""Global Science Desk"":1.2083}",2026-03-07T03:00:00
user_0105,ai|cybersecurity|product|research|startups|web,analytics|design_thinking|sql,"{""ai"":0.912,""cybersecurity"":1.1293,""product"":1.6139,""research"":1.3899,""startups"":0.9377,""web"":1.5147}","{""analytics"":1.2062,""design_thinking"":1.3625,""sql"":0.7486}",newcomer,en,LATAM,briefing|explainer|newsletter,0.8678,0.7733,"{""Builder Weekly"":1.3688,""Campus Pulse"":1.0793,""Lab Chronicle"":1.3654}",2026-02-22T18:00:00
user_0106,data|robotics|startups|web,figma|javascript|public_speaking,"{""data"":1.1889,""robotics"":1.5579,""startups"":1.6655,""web"":1.3663}","{""figma"":1.1689,""javascript"":0.7588,""public_speaking"":0.8078}",newcomer,ru,EU,explainer|live_blog|newsletter,1.2677,1.2468,"{""Global Science Desk"":1.1795,""Lab Chronicle"":1.0591,""Policy Radar"":1.1011,""Startup Signal"":1.2103}",2026-01-08T15:00:00
user_0107,design|product|research|robotics|science,critical_thinking|leadership|public_speaking|react,"{""design"":1.0031,""product"":0.9403,""research"":0.9914,""robotics"":0.9407,""science"":1.3389}","{""critical_thinking"":1.7426,""leadership"":1.3818,""public_speaking"":0.826,""react"":1.2208}",junior,en,US,analysis|live_blog|newsletter,1.0912,0.78,"{""Lab Chronicle"":1.0797,""Security Brief"":1.1593}",2026-01-30T13:00:00
user_0108,policy|product|robotics|web,data_literacy|figma|machine_learning|public_speaking,"{""policy"":1.5703,""product"":0.8402,""robotics"":0.7525,""web"":0.7843}","{""data_literacy"":0.9104,""figma"":1.57,""machine_learning"":1.5155,""public_speaking"":0.8197}",newcomer,ru,LATAM,analysis|live_blog,0.9954,0.9999,"{""Policy Radar"":1.344,""Startup Signal"":1.1157}",2026-01-14T11:00:00
user_0109,data|policy|product,public_speaking|sql,"{""data"":1.0508,""policy"":0.9633,""product"":0.7068}","{""public_speaking"":1.6251,""sql"":0.7648}",senior,en,MENA,analysis|explainer|live_blog,1.0351,0.7993,"{""Campus Pulse"":1.1163,""Policy Radar"":1.4433}",2026-02-08T06:00:00
user_0110,cybersecurity|policy|research|startups,data_literacy|prompt_engineering,"{""cybersecurity"":1.1054,""policy"":1.1009,""research"":1.1005,""startups"":1.1513}","{""data_literacy"":0.6056,""prompt_engineering"":1.2405}",newcomer,ru,US,analysis|briefing|newsletter,1.1775,1.0102,"{""Builder Weekly"":1.0631,""Campus Pulse"":1.3885,""Global Science Desk"":1.106,""TechWire"":1.0014}",2025-11-30T11:00:00
user_0111,design|policy|product|research|science,data_literacy|git|javascript|public_speaking,"{""design"":1.6959,""policy"":1.1647,""product"":1.4376,""research"":0.8231,""science"":1.6022}","{""data_literacy"":1.5744,""git"":0.6229,""javascript"":0.8692,""public_speaking"":1.7819}",newcomer,en,US,briefing|live_blog,0.8811,1.4607,"{""Builder Weekly"":1.3356,""Lab Chronicle"":1.2616,""Policy Radar"":1.247,""TechWire"":0.974}",2025-12-17T09:00:00
user_0112,climate|design|mobile|policy|product|web,design_thinking|public_speaking|python,"{""climate"":1.3118,""design"":0.9662,""mobile"":1.3447,""policy"":1.3456,""product"":0.9335,""web"":1.2859}","{""design_thinking"":0.7646,""public_speaking"":1.5968,""python"":0.7259}",mid,ru,US,analysis|briefing|newsletter,0.9513,1.3479,"{""Global Science Desk"":1.0815,""Policy Radar"":1.2116}",2026-02-23T11:00:00
user_0113,ai|data|fintech|policy|science|web,critical_thinking|public_speaking,"{""ai"":1.6022,""data"":1.527,""fintech"":1.3525,""policy"":0.8066,""science"":0.7446,""web"":1.1873}","{""critical_thinking"":1.4683,""public_speaking"":0.7215}",mid,en,EU,analysis|live_blog|newsletter,1.0179,1.4314,"{""Campus Pulse"":1.0374,""Global Science Desk"":0.9697}",2026-01-19T13:00:00
user_0114,ai|climate|startups,data_literacy|sql,"{""ai"":1.3465,""climate"":0.829,""startups"":1.0254}","{""data_literacy"":1.1253,""sql"":1.3462}",junior,es,US,analysis|briefing|live_blog,1.1163,1.5032,"{""Global Science Desk"":1.3679,""Lab Chronicle"":1.295,""Policy Radar"":1.1891}",2026-03-01T08:00:00
user_0115,climate|cybersecurity|web,leadership|prompt_engineering|public_speaking|react|sql,"{""climate"":0.8403,""cybersecurity"":1.0487,""web"":1.0265}","{""leadership"":0.6346,""prompt_engineering"":1.4214,""public_speaking"":1.6062,""react"":1.7681,""sql"":0.7568}",mid,es,US,briefing|explainer|newsletter,1.3428,0.9404,"{""Builder Weekly"":1.3842,""Security Brief"":1.2124,""TechWire"":1.3218}",2026-01-07T20:00:00
user_0116,mobile|robotics|science,git|leadership|public_speaking,"{""mobile"":1.3601,""robotics"":1.0541,""science"":1.531}","{""git"":1.27,""leadership"":1.7853,""public_speaking"":0.6655}",junior,ru,EU,analysis|briefing|explainer,1.2825,1.0928,"{""Builder Weekly"":1.4351,""Campus Pulse"":0.9752,""Lab Chronicle"":1.0614}",2026-03-04T22:00:00
user_0117,climate|policy|research|science|startups|web,critical_thinking|leadership|public_speaking|python,"{""climate"":0.6687,""policy"":1.0736,""research"":0.6876,""science"":1.2266,""startups"":1.5172,""web"":1.4814}","{""critical_thinking"":1.7558,""leadership"":1.365,""public_speaking"":1.6681,""python"":1.2748}",junior,ru,MENA,briefing|explainer|live_blog,1.1394,0.8328,"{""Builder Weekly"":1.25,""Global Science Desk"":1.3083,""Startup Signal"":1.1316}",2026-03-15T02:00:00
user_0118,design|product|robotics|startups|web,analytics|critical_thinking|data_literacy|python,"{""design"":1.167,""product"":1.5129,""robotics"":1.4296,""startups"":1.0797,""web"":0.917}","{""analytics"":0.8351,""critical_thinking"":0.7449,""data_literacy"":1.6226,""python"":0.8587}",senior,es,EU,briefing|explainer|newsletter,1.1978,0.7913,"{""Builder Weekly"":1.2792,""Campus Pulse"":1.4281,""Global Science Desk"":1.0173,""Policy Radar"":1.1994}",2025-11-27T18:00:00
user_0119,cybersecurity|product|research|robotics|science|startups,javascript|public_speaking,"{""cybersecurity"":1.2806,""product"":1.5768,""research"":1.1793,""robotics"":1.0539,""science"":1.6785,""startups"":1.6117}","{""javascript"":1.5148,""public_speaking"":0.9283}",mid,es,LATAM,analysis|explainer|newsletter,0.9507,1.2805,"{""Builder Weekly"":1.3804,""Global Science Desk"":1.3059,""Security Brief"":1.4178,""Startup Signal"":1.2663}",2025-12-18T01:00:00
user_0120,cybersecurity|product|robotics|science,critical_thinking|git|machine_learning|python,"{""cybersecurity"":1.1544,""product"":1.2492,""robotics"":1.3505,""science"":1.0884}","{""critical_thinking"":1.4974,""git"":1.6097,""machine_learning"":0.9431,""python"":1.6168}",mid,ru,APAC,briefing|explainer,1.3891,1.586,"{""Builder Weekly"":0.9783,""TechWire"":1.0835}",2026-02-25T11:00:00
user_0121,ai|data|fintech|product|startups,critical_thinking|design_thinking|machine_learning|prompt_engineering|public_speaking,"{""ai"":1.4295,""data"":1.2393,""fintech"":0.8995,""product"":1.4735,""startups"":1.4888}","{""critical_thinking"":0.9452,""design_thinking"":1.3974,""machine_learning"":1.7118,""prompt_engineering"":1.0651,""public_speaking"":1.748}",junior,es,LATAM,briefing|live_blog,1.3322,1.0626,"{""Global Science Desk"":1.0628,""Security Brief"":1.2669}",2025-12-05T13:00:00
user_0122,cybersecurity|design|policy|robotics,data_literacy|sql,"{""cybersecurity"":1.4218,""design"":0.7753,""policy"":0.6927,""robotics"":0.9431}","{""data_literacy"":0.9171,""sql"":0.7931}",senior,es,US,analysis|briefing|explainer,1.2617,1.3126,"{""Builder Weekly"":0.9754,""Startup Signal"":1.4162}",2025-12-03T18:00:00
user_0123,climate|fintech|product|science|startups,critical_thinking|data_literacy|machine_learning,"{""climate"":1.4756,""fintech"":0.8173,""product"":1.2202,""science"":1.0736,""startups"":1.0169}","{""critical_thinking"":1.6601,""data_literacy"":1.396,""machine_learning"":0.9973}",newcomer,en,APAC,briefing|explainer|newsletter,1.086,1.4268,"{""Builder Weekly"":1.4093,""Campus Pulse"":1.0719,""Policy Radar"":0.9699,""Startup Signal"":1.3928}",2026-01-25T04:00:00
user_0124,ai|fintech|product|robotics|startups,analytics|design_thinking|figma|leadership|public_speaking,"{""ai"":0.9863,""fintech"":0.7365,""product"":0.7508,""robotics"":1.6702,""startups"":1.462}","{""analytics"":1.2398,""design_thinking"":1.3523,""figma"":0.8529,""leadership"":1.3554,""public_speaking"":0.8558}",newcomer,ru,US,explainer|newsletter,0.9335,0.9641,"{""Builder Weekly"":0.9619,""Campus Pulse"":1.3084,""Global Science Desk"":0.9689,""Security Brief"":0.9866}",2026-01-01T05:00:00
user_0125,mobile|policy|robotics|startups|web,analytics|critical_thinking|git|javascript|public_speaking,"{""mobile"":1.2116,""policy"":1.3235,""robotics"":1.2993,""startups"":1.4438,""web"":1.2649}","{""analytics"":1.4411,""critical_thinking"":0.6871,""git"":1.7137,""javascript"":0.7274,""public_speaking"":1.5443}",mid,en,US,analysis|explainer|newsletter,1.0212,1.2889,"{""Campus Pulse"":1.0599,""Policy Radar"":1.3234,""Startup Signal"":1.3484,""TechWire"":1.3747}",2025-12-18T13:00:00
user_0126,ai|climate|cybersecurity|product|startups,analytics|prompt_engineering,"{""ai"":1.2765,""climate"":1.214,""cybersecurity"":1.6443,""product"":0.9699,""startups"":1.4357}","{""analytics"":1.6843,""prompt_engineering"":1.0126}",senior,en,APAC,analysis|newsletter,1.2255,0.7962,"{""Campus Pulse"":1.0073,""Startup Signal"":1.2855}",2025-12-22T19:00:00
user_0127,climate|design|robotics,critical_thinking|design_thinking|prompt_engineering|python,"{""climate"":1.1615,""design"":0.9974,""robotics"":0.7846}","{""critical_thinking"":1.3866,""design_thinking"":0.7201,""prompt_engineering"":1.3434,""python"":1.6801}",senior,en,MENA,explainer|live_blog|newsletter,1.3892,1.3554,"{""Global Science Desk"":1.3538,""Lab Chronicle"":1.4293,""Security Brief"":1.0343,""Startup Signal"":1.1066}",2026-02-08T01:00:00
user_0128,fintech|policy|robotics|science,figma|git|leadership|machine_learning|sql,"{""fintech"":0.7643,""policy"":1.3278,""robotics"":0.7361,""science"":0.9446}","{""figma"":1.5917,""git"":1.6696,""leadership"":0.8357,""machine_learning"":1.4803,""sql"":1.3519}",mid,ru,US,explainer|newsletter,1.0744,0.9398,"{""Lab Chronicle"":1.2217,""Policy Radar"":1.4494,""Startup Signal"":1.1861,""TechWire"":1.3376}",2026-02-25T22:00:00
user_0129,fintech|mobile|product,design_thinking|public_speaking,"{""fintech"":1.5404,""mobile"":1.4969,""product"":1.2947}","{""design_thinking"":0.799,""public_speaking"":1.217}",junior,en,EU,explainer|live_blog,1.0771,0.7864,"{""Global Science Desk"":1.1938,""Policy Radar"":0.9814}",2026-01-08T01:00:00
